annotation_id,annotator,created_at,date_created,id,lead_time,sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,tweet,updated_at
134.0,1.0,2025-04-03T09:11:00.298899Z,Mon Mar 10 02:14:25 +0000 2025,146,144.73,Neutral,Neutral,Positive,Positive,"@GarisInter Daur ulang sampah menjadi intan berlian, kebiasaan Inzaghi",2025-04-03T09:11:00.298899Z
135.0,1.0,2025-04-03T09:11:53.571381Z,Sun Mar 09 17:14:32 +0000 2025,147,52.106,Neutral,Neutral,Negative,Negative,"@stravenues Saya selalu bingung kalau ketemu tempat sampah pemilahan model begini.

Misal, saya punya
- Tissue
- Bungkus snack
- Kantong kresek

Saya ga yakin apakah ini semua termasuk sampah non organik atau apa.  
Lebih suka pembagian 2: sampah daur ulang &amp; sampah biasa (non daur ulang). https://t.co/qqSEGADvHU",2025-04-03T09:11:53.571381Z
136.0,1.0,2025-04-03T09:13:14.711041Z,Sun Mar 09 17:03:09 +0000 2025,148,21.865,Neutral,Neutral,Neutral,Neutral,"Dulu ada seorang wanita yang membuangku layaknya sampah demi laki² yang lebih dariku.
Tapi sekarang,sampah itu di daur ulang oleh seorang ratu yang bisa nerima seorang sampah sepertiku.",2025-04-03T09:13:14.711041Z
137.0,1.0,2025-04-03T09:15:16.371501Z,Sun Mar 09 16:55:19 +0000 2025,149,12.351,Neutral,Neutral,Neutral,Neutral,"@WEBCOMICFESS Pas awal di rilis gue ngikutin bgt ini manhwa
Tapi lama2 gue hold karna tiap baca dada gue sesek bgt
Capek nangis mulu. 
Keluarganya bener2 sampah yg gak bisa di daur ulang. Bukannya introspeksi diri minta maaf malah playing victim. Sampe saat ini gue blm sanggup lanjut baca",2025-04-03T09:15:16.371501Z
138.0,1.0,2025-04-03T09:16:43.148293Z,Sun Mar 09 13:00:38 +0000 2025,150,10.012,Neutral,Neutral,Neutral,Neutral,MISKIIIIIINNNNN OHAALLAAOOWWW MISKIIINNN HATI JIWA &amp; RAGA CAKEUP DEH AH GAPERLU TIRED TIRED NGOTORIN TANGAN GUE. LO UDEH SADAR KALO LO ITU SAMPAH AKA TRASH YANG GALAYAK DI DAUR ULANG HHH TENGIL KELEWAT TENGIL EUG LOKIT LOKIT CAKEP KALI AH LO UTANG BAYAR WOI MALU KALO KATA GUEMAH,2025-04-03T09:16:43.148293Z
139.0,1.0,2025-04-03T09:16:52.338556Z,Sun Mar 09 12:19:06 +0000 2025,151,14.002,Positive,Neutral,Positive,Neutral,Daur ulang sampah https://t.co/TwYkOskm3A,2025-04-03T09:16:59.035312Z
,,,Sun Mar 09 08:03:35 +0000 2025,152,,,,,,"Kebakaran di Pabrik Daur Ulang Plastik Mojosongo Solo, 7 Mobil Damkar Dikerahkan Pabrik daur ulang sampah plastik di Mojosongo, Jebres, Solo, dilanda kebakaran pada Minggu (9/3/2025) siang. https://t.co/nELvsxXvWG https://t.co/XfrjoSg9Ui",
140.0,1.0,2025-04-03T09:26:16.676819Z,Sun Mar 09 01:04:12 +0000 2025,153,551.572,Neutral,Neutral,Neutral,Neutral,"@LurahGaza Ketika anda yg asli nya gerilyawan lalu berubah memakai jas dan duduk di kursi presiden seharus nya anda berprilaku sebagai presiden bukan lagi gerilyawan 
jika anda tak bisa berubah itu berarti anda adalah sampah yg tak bisa di daur ulang",2025-04-03T09:26:16.676819Z
143.0,1.0,2025-04-03T09:45:20.669850Z,Sat Mar 08 14:14:52 +0000 2025,154,2.049,Neutral,Neutral,Neutral,Neutral,"Kirain mau daur ulang tweet sampah jadi lyrics video lagu svt, eh ternyata..... wkwkwk adaaaa aja emang kebodohan haters tuh 😭",2025-04-03T09:45:20.669850Z
141.0,1.0,2025-04-03T09:43:38.591556Z,Sat Mar 08 07:47:28 +0000 2025,155,1035.07,Positive,Neutral,Positive,Neutral,@Heraloebss Sampah masyarakat ini kapan di daur ulang,2025-04-03T09:43:38.591556Z
,,,Sat Mar 08 07:15:26 +0000 2025,156,,,,,,@Heraloebss eweh kabecus.. Sampah itu akan bermanfaat jika di daur ulang.. Ngarti meren sha nu sampah🤪,
142.0,1.0,2025-04-03T09:44:52.002609Z,Sat Mar 08 06:19:28 +0000 2025,157,10.973,Positive,Neutral,Positive,Positive,"Pameran Produk Daur Ulang Sampah juga ikut berpatisipasi meramaikan acara HPSN 2025 dengan peserta dari beberapa komunitas seperti Perusahaan, Sekolah sampai Pegiat Lingkungan dengan menampilan produk kreasi daur ulang sampah yang menjadi daya tarik https://t.co/cNvVernAdc",2025-04-03T09:44:52.002609Z
144.0,1.0,2025-04-03T09:45:37.237803Z,Sat Mar 08 01:52:54 +0000 2025,158,21.487,Neutral,Neutral,Neutral,Neutral,@runiarumndari @RizkymandallaMP lu ky sampah yg ga bisa di daur ulang 🤣,2025-04-03T11:22:09.968671Z
145.0,1.0,2025-04-03T09:46:07.550981Z,Fri Mar 07 19:27:08 +0000 2025,159,29.214,Neutral,Neutral,Neutral,Neutral,"@enoliska_ Bukan barang itu, tapi sampah yg tak bisa di daur ulang",2025-04-03T09:46:07.550981Z
146.0,1.0,2025-04-03T09:46:25.242140Z,Fri Mar 07 08:13:41 +0000 2025,160,16.957,Neutral,Neutral,Neutral,Neutral,"Mau gimana lagi....
PSI udah di level sampah yang tidak bisa di daur ulang 🙏",2025-04-03T09:46:25.242140Z
147.0,1.0,2025-04-03T09:46:40.637449Z,Fri Mar 07 07:08:05 +0000 2025,161,14.425,Positive,Neutral,Positive,Positive,"@BudiBukanIntel @DediMulyadi71 Berharap bkn cma reboisasi doank. Tpi penanganan Sampah juga perlu Pak. Jangan cuma d buang ke kali atau TPA. Seengaknya sampah bisa d daur ulang kaya negara lain, akan lebih bermanfaat dan cuan juga nantinya @DediMulyadi71 . Yahh itu pun kalo ga mau kebanjiran terus.",2025-04-03T09:46:40.637449Z
148.0,1.0,2025-04-03T09:49:09.007264Z,Thu Mar 06 18:28:32 +0000 2025,162,146.217,Neutral,Neutral,Neutral,Neutral,"@Nurulbad2709 Gw ngakak blg produk gagal sama yg udh mengharumkan nama negara,klw sistem nya bgtu,trus dia yg msh Jd bban negara,apa dong nama nya?SAMPAH NEGARA masih trlalu bagus,krna bsa d daur ulang,trus apa yg pntes julukan bt ni 🐷bangke kali ya lebih pantes😌",2025-04-03T09:49:09.007264Z
149.0,1.0,2025-04-03T09:52:22.634717Z,Thu Mar 06 06:54:10 +0000 2025,163,188.77,Positive,Neutral,Positive,Positive,"TPA BLE Banyumas kini menjadi contoh inovasi pengelolaan sampah yang berkelanjutan!  Dengan konsep ""zero waste"" dan ""waste to energy"", sampah yang sebelumnya hanya dianggap limbah, kini diubah menjadi berkah melalui daur ulang dan pemanfaatan energi terbarukan. Berkat langkah https://t.co/TrXfV5Q3Lk",2025-04-03T09:52:22.634717Z
150.0,1.0,2025-04-03T09:52:35.169241Z,Wed Mar 05 15:40:24 +0000 2025,164,9.941,Positive,Neutral,Positive,Positive,salah satu orang terkaya dindonesia &amp; masuk nominasi orang terkaya dunia  : idenya dr singapura==|| sampah daur ulang dijadikan  jalanan aspal dibeberapa daerah dindonesia,2025-04-03T09:52:35.169241Z
,,,Wed Mar 05 15:39:06 +0000 2025,165,,,,,,@smwokee salah satu orang terkaya dindonesia : idenya dr singapura==|| sampah daur ulang dijadikan  jalanan aspal,
151.0,1.0,2025-04-03T09:53:16.377704Z,Wed Mar 05 13:15:39 +0000 2025,166,30.467,Neutral,Negative,Negative,Negative,"Cie penjilat rejim.

Sebenernya inti akar permasalahannya ya pemerintah. Liat negara sokor, pemerintahnya memfasilitasi tempat sampah daur ulang, memberikan teknologi dan edukasi. Negara lain kasih denda buat yg buang sampah sembarangan dll. Dan ga gampang kasih izin pembangunan",2025-04-03T09:53:16.377704Z
,,,Wed Mar 05 08:54:40 +0000 2025,167,,,,,,"@deyyacoustic hahaha iya sampah yg gabisa d daur ulang. 
jari yg ga berguna krn ngetik hate opinion
otak yg kosong krna gabs berfikir luas
lalu hati yg busuk krn gbsa liat org lain punya opini yg berbeda sama dua",
152.0,1.0,2025-04-03T09:53:50.775423Z,Wed Mar 05 08:54:33 +0000 2025,168,24.935,Positive,Neutral,Positive,Neutral,"dapat mengurangi dampak negatif terhadap lingkungan dan meningkatkan efektivitas daur ulang.  

Program ini merupakan bagian dari komitmen PLN Nusantara Power UP Arun dalam menjaga kelestarian lingkungan serta mendukung pengelolaan sampah yang lebih berkelanjutan. Mari bersama",2025-04-03T09:53:50.775423Z
153.0,1.0,2025-04-03T09:58:43.616366Z,Wed Mar 05 07:51:13 +0000 2025,169,291.881,Positive,Neutral,Positive,Negative,"@ardisatriawan Yg utama fasilitas buat tempat sampah ga ad di daerah2, masyarakat bingung buang sampah ke mana, akhirnya tidak di didik dan buang sembarangan, kalo di jepang kn ad memilah sampah mana yg plastik mana makanan &amp; tiap beberapa hari ad yg mengangkut sampah untuk di daur ulang",2025-04-03T09:58:43.616366Z
154.0,1.0,2025-04-03T09:58:55.199300Z,Wed Mar 05 04:28:06 +0000 2025,170,10.55,Positive,Positive,Positive,Positive,"INFOTEMPO - Gerakan Bijak Berplastik dari AQUA sukses menekan sampah di TPA hingga 14 persen dan meningkatkan daur ulang sampai 17 persen! Studi LPEM FEB-UI membuktikan dampak positifnya bagi lingkungan &amp; ekonomi. 

Yuk, dukung! Baca selengkapnya di https://t.co/Qd9DntfSLy

#AQUA https://t.co/y6jAE5yQeM",2025-04-03T09:58:55.199300Z
155.0,1.0,2025-04-03T09:59:05.153464Z,Wed Mar 05 04:07:22 +0000 2025,171,8.736,Neutral,Negative,Negative,Negative,@tanyakanrl Sampah yang gak bisa di daur ulang. https://t.co/234muedeDZ,2025-04-03T09:59:05.153464Z
156.0,1.0,2025-04-03T10:01:52.282541Z,Wed Mar 05 03:50:52 +0000 2025,172,166.121,Positive,Positive,Positive,Positive,"Mengenal jenis sampah dan cara daur ulangnya itu penting! 🌎 
Sampah organik bisa didaur ulang jadi kompos.  Sampah plastik bisa jadi barang baru. 
Daur ulang itu langkah cerdas. ✨ 
Lindungi bumi kita dengan daur ulang.  Mengenal jenis sampah bikin daur ulang lebih mudah.",2025-04-03T10:01:52.282541Z
157.0,1.0,2025-04-03T10:02:39.791378Z,Wed Mar 05 00:36:15 +0000 2025,173,46.14,Negative,Neutral,Neutral,Neutral,"@sosmedkeras Lagi2, yang punya kendali untuk mendidik rakyat adalah pemerintah, sebagai yg punya hukum terkait lingkungan, teknologi daur ulang sampah, dan seterusnya.
Sedangkan individu rakyat paling maksimal hanya bisa menegur rakyat lainnya sebagai Si Pembuang Sampah, lalu memviralkannya.",2025-04-03T10:02:39.791378Z
,,,Tue Mar 04 17:38:10 +0000 2025,174,,,,,,"@Opposisi6890 Se istimewanya bapak #LBP..,warga nkri yg mumpuni cuma dia ,yg lain mungkin #SAMPAH daur ulang..,",
158.0,1.0,2025-04-03T10:03:19.715425Z,Tue Mar 04 08:30:36 +0000 2025,175,13.762,Positive,Neutral,Positive,Positive,"Bulan ketiga blm dpt kerjaan, gk ngapa2in tuh gaenak maka

In Syaa Allah besok Hari Kamis akan ada jadwal pengambilan Sampah Daur Ulang &amp; Barang Bekas📌

Monggo kalau ada bisa konfirmasi via dm nggeh🙏

Biar bisa atur rute nya😇

#DariSampahJadiBerkah
#DariKardusJadiPerpus",2025-04-03T10:03:19.715425Z
159.0,1.0,2025-04-03T10:06:42.985957Z,Tue Mar 04 07:51:52 +0000 2025,176,201.668,Negative,Negative,Negative,Negative,"@AanSaputraa_ ga bisa sampah buang ke tong sampah aja, dia sampah yang ga bisa di daur ulang, sampah mah sampah aja",2025-04-03T10:06:42.985957Z
160.0,1.0,2025-04-03T10:07:28.894955Z,Tue Mar 04 06:33:11 +0000 2025,177,44.348,Negative,Negative,Negative,Negative,"@ekaaalx @convomf Ini sih bukan hanya masalah masyarakat aja nder, pemerintah punya andil juga. Soalnya banyak tempat pembuangan akhir itu membludak dan kebanyakan ga ada pengelolaan sampah lebih lanjutnya (daur ulang), cuma kurang dari 10% sampah yang bisa didaur ulang dari puluhan juta ton.",2025-04-03T10:07:28.894955Z
161.0,1.0,2025-04-03T10:07:48.324981Z,Tue Mar 04 02:27:47 +0000 2025,178,18.199,Positive,Neutral,Positive,Positive,"@convomf Makanya guys, buang sampah pada tempatnya, belajar juga milah sampah sesuai warna tempat sampah, belajar daur ulang juga yg sederhana jd ala ala diy. Yuk kita mulai hal kecil ini dari kita🌷. 

Emang ga jijik tuh sampah pas banjir ngambang semua? Iwh",2025-04-03T10:07:48.324981Z
162.0,1.0,2025-04-03T10:08:04.670303Z,Mon Mar 03 23:17:56 +0000 2025,179,15.595,Negative,Negative,Negative,Negative,@tempodotco Residu sampah daur ulang,2025-04-03T10:08:04.671300Z
,,,Mon Mar 03 08:28:22 +0000 2025,180,,,,,,"Sejumlah Pemulung Melakukan Sortir Sampah Yang Masih Bisa Di Daur Ulang di TPS Rawa Badak Saat Kunjungan Menteri LH 
#jakutupdate
#infojakut
#jakutupdate
#jktinfo
#jabodetabekinfo
#jakutfakta
#jakut24jam
#jakutperistiwa
#forumjurnalisutara
#jakutviral https://t.co/2LQUwKyQfH",
163.0,1.0,2025-04-03T10:08:22.506897Z,Mon Mar 03 06:20:42 +0000 2025,181,9.448,Neutral,Neutral,Positive,Positive,"Ngabuburit ramah lingkungan? Bisa dong! Berikut tips-tipsnya:
⁃Bawa Wadah Sendiri
⁃Kreatif Dengan Daur Ulang Sampah
⁃Ngabuburit Sambil Olahraga
⁃Kelola Sampah Organik

#JabarMenyalaIndonesiaMaju #JabarIstimewa #KDMErwan #sungaicitarum #citarum #citarumharum https://t.co/SerorxGAE4",2025-04-03T10:08:22.506897Z
164.0,1.0,2025-04-03T10:12:15.878110Z,Mon Mar 03 04:45:13 +0000 2025,182,232.186,Positive,Neutral,Positive,Positive,"Setiap anak punya mimpi. 

Di Rajeg, Tangerang, satu lagi PAUD berdiri. Bukan sekadar bangunan, tapi #harapan. Dindingnya terbuat dari #plastik daur ulang, mengurangi 2,8 ton sampah. Ruang kelasnya nyaman, siap menyambut 30 anak yang penuh semangat. https://t.co/UhipK86aE1",2025-04-03T10:12:15.878110Z
165.0,1.0,2025-04-03T10:20:38.404490Z,Mon Mar 03 02:04:46 +0000 2025,183,501.37,Positive,Neutral,Positive,Positive,"#repost https://t.co/KJM1B3avKQ

*PELATIHAN DAUR ULANG KREATIF : DARI SAMPAH MENJADI PRODUK BERNILAI JUAL DI UMKM KELURAHAN TANJUNG DUREN KECAMATAN GROGOL*

Sumber Berita: https://t.co/OrBBldV3J4 https://t.co/uXDpOQjjj7",2025-04-03T10:20:38.404490Z
166.0,1.0,2025-04-03T10:20:47.229944Z,Sun Mar 02 09:23:32 +0000 2025,184,8.184,Positive,Neutral,Positive,Positive,"Kelola Sampah 647 Ton Sehari, Pemkot Padang Bangun Pusat Daur Ulang https://t.co/vCyEeB6aYz",2025-04-03T10:20:48.915634Z
,,,Sun Mar 02 07:28:04 +0000 2025,185,,,,,,@ShenoWirang sampah daur ulang rezim yg lama,
,,,Sun Mar 02 06:31:37 +0000 2025,186,,,,,,"Paket makan begini juga bikin masalah sampah baru. Ya, ada program daur ulang di sebagian tempat. Tapi, prinsip pertama pengurangan sampah adalah: jangan ada sampah dari awal.",
,,,Sun Mar 02 02:18:43 +0000 2025,187,,,,,,"Aku bagus dlm bidang akademik sj.. yah itupun cm hoki. Ak malesan, sering telat. Kayanya emg ak tuh sampah yg gbs di daur ulang. Aku ksihan sm smua org didekatku. Aku jg minta maaf buat siapapun yg ga sengaja baca ini. Ak harap km ga mual. Trimakasih sdh baca sampai akhir.",
,,,Sat Mar 01 14:20:08 +0000 2025,188,,,,,,@haecwn Pantes aja kaya sampah daur ulang,
167.0,1.0,2025-04-03T10:22:58.647688Z,Sat Mar 01 12:05:24 +0000 2025,189,12.984000000000002,Positive,Neutral,Positive,Neutral,"@bigsiize senang melihat ada komitmen kuat dalam pengelolaan sampah! semoga makin banyak dukungan bagi industri daur ulang agar sampah bisa dimanfaatkan dengan baik
#HentikanOpenDumping",2025-04-03T10:23:00.782620Z
,,,Sat Mar 01 11:16:54 +0000 2025,190,,,,,,@RinaldiBaga tweet sampah jokes daur ulang,
169.0,1.0,2025-04-03T10:28:15.774114Z,Sat Mar 01 08:50:16 +0000 2025,191,7.182,Positive,Neutral,Positive,Positive,Pengelolaan sampah ini melibatkan masyarakat sekitar dan banyak menghasilkan benda daur ulang yang bernilai ekonomis. #greeninitiative https://t.co/CY0TbiwjTN,2025-04-03T10:28:15.774114Z
168.0,1.0,2025-04-03T10:27:59.716726Z,Sat Mar 01 04:26:31 +0000 2025,192,7.333,Positive,Neutral,Positive,Positive,"Program Makan Bergizi Gratis (MBG) menyisakan sampah. Perlu konsep daur ulang yang tepat untuk mengatasi perkara sisa-sisa makanan itu, mengingat MBG ini program berkelanjutan dan sampahnya bakal terus diproduksi.

#MakanBergiziGratis #MBG https://t.co/SHuV8wixnq https://t.co/dHBSWfTvyu",2025-04-03T10:27:59.716726Z
,,,Sat Mar 01 04:06:34 +0000 2025,193,,,,,,"@antaranews Wasapad pak.presiden
Semakin byk Pengangguran maka angka kriminalistas dapat meningkat.
Krn semua org butuh makan.
Hasil  Sitaan  negara yang di ambil dari Koruptor bisa digunakan utk menciptakan lapangan kerja.
Ex.Buka lah usaha Pengolahan Air bersih,Daur ulang sampah.",
170.0,1.0,2025-04-03T10:38:16.084554Z,Fri Feb 28 15:52:13 +0000 2025,194,7.242,Negative,Negative,Negative,Negative,@tanyarlfes Akhirnya....sampah ini masih bisa di daur ulang gak ya,2025-04-03T10:38:16.084554Z
,,,Fri Feb 28 10:30:16 +0000 2025,195,,,,,,"Wali Kota Denpasar I Gusti Ngurah Jaya Negara menaikkan gaji para sopir truk sampah sebagai wujud apresiasi dalam penanganan sampah di Kota Denpasar.

Hal itu disampaikan di hadapan para supir truk DLHK Kota Denpasar saat meninjau proses daur ulang pengolahan sampah di DPU (Pusat https://t.co/K30iSvm0Nv",
171.0,1.0,2025-04-03T10:42:10.892078Z,Fri Feb 28 03:09:10 +0000 2025,196,225.468,Positive,Positive,Positive,Positive,"Halo teman-teman semua
Ecobank hadir kembali di tahun 2025 ini untuk mendukung misi daur ulang sampah. Bagi Mas, Mbak, dan teman-teman sekalian yang memiliki barang bekas berupa KERTAS BEKAS dapat mengumpulkannya di",2025-04-03T10:42:10.892078Z
,,,Fri Feb 28 02:49:15 +0000 2025,197,,,,,,@azralafghanovta semangat ya kak walau aku mau ngata ngatain tuh cowo sampah banget bahkan gabisa di daur ulang,
,,,Thu Feb 27 18:46:35 +0000 2025,198,,,,,,Still in progress… https://t.co/TsOKDY12M2,
,,,Thu Feb 27 14:30:17 +0000 2025,199,,,,,,Ada jasa buat ppt tentang pengolaha sampah dan daur ulang tidak? #zonauang,
172.0,1.0,2025-04-03T10:44:44.339399Z,Thu Feb 27 13:11:18 +0000 2025,200,12.303,Positive,Neutral,Positive,Neutral,@kegblgnunfaedh Dengan adanya program lelang sampah bikin kita lebih sadar pentingnya daur ulang,2025-04-03T10:44:44.339399Z
173.0,1.0,2025-04-03T10:47:03.485508Z,Thu Feb 27 11:03:37 +0000 2025,201,8.061,Positive,Neutral,Positive,Positive,"Walikota Denpasar, I Gusti Ngurah Jaya Negara, meninjau langsung proses daur ulang sampah berbasis masyarakat di Pusat Daur Ulang (PDU) Padangsambian Kaja

#PDUPadangsambian #walikotadenpasar #jayanegara #sampah
https://t.co/hSGoEA1itx",2025-04-03T10:47:03.485508Z
174.0,1.0,2025-04-03T10:48:31.565241Z,Thu Feb 27 04:59:34 +0000 2025,202,9.804,Positive,Neutral,Positive,Positive,"Jangan biarkan e-waste membawa dampak buruk di kemudian hari. Lakukan perubahan sekarang dengan daur ulang sampah elektronik secara benar dan aman. Cukup lakukan 4 langkah mudah, dan kamu juga bisa dapatkan voucher belanja di erafone senilai Rp 100 Ribu. https://t.co/7LvkChAmdz",2025-04-03T10:48:31.565241Z
,,,Wed Feb 26 13:01:48 +0000 2025,203,,,,,,"Upaya dalam Pengelolaan Limbah Organik, Daur Ulang Sampah Jadi Kompos https://t.co/fDd15adECF",
175.0,1.0,2025-04-03T10:48:58.876443Z,Wed Feb 26 09:24:03 +0000 2025,204,17.073,Positive,Neutral,Positive,Positive,"@Bara__Akbar @IxNdheso @_aji_satrio_ @RIPDEMOKRASI @susanto_gi51461 @anthrme_ @WagimanDeep212_ @prabowo @TOPssst @Jediimar @Cak_Kancil007 @ChainsawSimple dia sih nekad aja masuk ke lapak sangar gini bro, blom kenal kita dia...paling ujung-ujungnya kita di blokir akun sampah plastik yang tak bisa di daur ulang https://t.co/YS8lp9iWWj",2025-04-03T10:48:58.876443Z
176.0,1.0,2025-04-03T10:49:14.518566Z,Wed Feb 26 06:28:12 +0000 2025,205,14.755,Neutral,Neutral,Positive,Negative,"@bacottetangga__ Sampah itu pilihannya 2, di daur ulang atau dimusnahkan.
Jangan disimpan !",2025-04-03T10:49:14.518566Z
177.0,1.0,2025-04-03T10:49:27.388673Z,Wed Feb 26 05:07:16 +0000 2025,206,10.298,Positive,Neutral,Positive,Positive,Woy GOBLOK 10 tahun jokowi berkuasa slama itu byk sampah daur ulang di produksi jokowi menempati posisi strategis.,2025-04-03T10:49:27.388673Z
,,,Wed Feb 26 04:14:33 +0000 2025,207,,,,,,"Meninjau pengolahan daur ulang sampah Kel. Sarijadi, Kec. Sukasari 🙌🏻

Wakil Wali Kota Bandung, Kang Erwin Melaksanakan Peninjauan Laboratorium Pengkajian KANG PISMAN, SAMBER CEU PILAH (Sampah habis di Sumber Cegah, Pilah, Olah), PDU (Pusat Daur Ulang)/POO (Pusat Olah Organik). https://t.co/5972lyheRv",
178.0,1.0,2025-04-03T11:14:55.155057Z,Wed Feb 26 02:40:40 +0000 2025,208,10.959,Positive,Neutral,Positive,Neutral,"🔹 Recycle – Pilah dan daur ulang sampah organik, kertas, kaca/logam/plastik dan residue 🔄♻️",2025-04-03T11:14:55.155057Z
,,,Wed Feb 26 02:29:35 +0000 2025,209,,,,,,"Pagi pagi berlibur di kota Medan 
Tidak lupa membeli Mangga 
Mari belajar menjaga kebersihan 
buanglah sampah pada tempatnya 

 yukkkkks jaga lingkungan dan manfaatkan sampah daur ulang di lingkungan kita 
#SmartfrenPeduliSampah https://t.co/oO6n8NRoeu",
,,,Wed Feb 26 02:26:34 +0000 2025,210,,,,,,Platform daur ulang mana ya yang nerima sampah obat? Aku punya satu laci 🥲,
,,,Wed Feb 26 02:20:50 +0000 2025,211,,,,,,"@henrysubiakto salah sendiri dukung Jokowi 

dosen intelek kebablasen 
ngopi ne kurang kenthel

dukung itu diri sendiri 

politik? 

selama nya itu politik=sampah 

gunakan sampah dng dipilah

✓organik jadikan pupuk 
✓residu yg bisa di daur ulang &gt;daur ulang spy manfaat 
✓toxic/BBB &gt; buang",
179.0,1.0,2025-04-03T11:21:16.836918Z,Wed Feb 26 02:13:07 +0000 2025,212,8.161,Positive,Neutral,Positive,Neutral,mari kita jaga lingkungan dengan mengurangi sampah plastik dan mendukung daur ulang. Setiap langkah kecil kita bisa membuat perubahan besar! 💚 #SmartfrenPeduliSampah #smartfren #100persenuntukindonesia,2025-04-03T11:21:16.836918Z
180.0,1.0,2025-04-03T11:21:35.034660Z,Tue Feb 25 13:57:41 +0000 2025,213,17.205,Neutral,Negative,Negative,Negative,"@kemgelapan Reboisasi masiv, pelestarian + penelitian satwa endemik. Pembenahan dan daur ulang sampah rumah tangga dan plastik. Udh terlalu lama terlupakann pasti butuh dana besar untuk mulainya.",2025-04-03T11:21:35.035660Z
215.0,1.0,2025-04-03T12:41:41.937060Z,Tue Feb 25 11:43:58 +0000 2025,214,8.829,Positive,Neutral,Positive,Neutral,@Atuung95 wih udah makin canggih nih buat daur ulang sampah,2025-04-03T12:41:41.937060Z
,,,Tue Feb 25 10:24:47 +0000 2025,215,,,,,,Daur Ulang Kreatif: Sekolah Tarakanita 3 Olah Sampah Organik Jadi Eco Enzym https://t.co/bAdfcdfhc9,
,,,Tue Feb 25 09:01:47 +0000 2025,216,,,,,,Halo ada yg bisa desain brosur/booklet tentang daur ulang sampah anorganik #zonauang #jokitugas,
,,,Tue Feb 25 08:07:55 +0000 2025,217,,,,,,"@03__nakula cenblu dulu sekolah dimana? bisa bilang study tour alias piknik gak maksa? anak mah seneng piknik sama temen  temen nya tp relate ngga dg kata study ( belajar ) , klo mau bener sih perginya ke museum, ke tempat usaha, tempt daur ulang sampah,yg ada edukasi nya",
,,,Tue Feb 25 04:54:55 +0000 2025,218,,,,,,"Teknologi Pengolahan Limbah: Solusi untuk Lingkungan Bersih

Inovasi dalam daur ulang, pengelolaan sampah organik, dan konversi limbah menjadi energi membantu mengurangi polusi. Teknologi ini menciptakan sistem pengolahan limbah yang lebih efisien, mengurangi dampak negatif https://t.co/fHAl21BOrd",
,,,Tue Feb 25 04:11:30 +0000 2025,219,,,,,,"@hunsafeplace Bukan ga dipake, emang kaga pernah dipajang 😭 jadi sayang aja. Aku udh disuruh beres2 sama ibu sebenernya. Ayo kak angkut drpada ni poster berakhir jadi sampah daur ulang aku nangis ntar 😭",
,,,Tue Feb 25 03:42:23 +0000 2025,220,,,,,,@NenkMonica indonesia tuh krisis org kompeten kah? Kok masih harus daur ulang sampah?,
,,,Tue Feb 25 01:53:49 +0000 2025,221,,,,,,"@95HYOSEOP Dia udah ga ada manfaatnya oppa, bukan sampah daur ulang wkwk",
,,,Mon Feb 24 15:50:49 +0000 2025,222,,,,,,"Menuju Kampus Mandiri Sampah, UGM Kenalkan Laboratorium Daur Ulang Sampah https://t.co/hqPs58oJeN",
,,,Mon Feb 24 14:00:52 +0000 2025,223,,,,,,"Hari Peduli Sampah 2025, ASDP Dorong Ekonomi Sirkular dengan Daur Ulang 100 Kg Limbah Tekstil https://t.co/x0C7sEBK90",
226.0,1.0,2025-04-03T13:46:58.296650Z,Mon Feb 24 11:24:19 +0000 2025,224,12.405,Negative,Neutral,Negative,Neutral,"@kemgelapan Daur ulang sampah besar2an, dari selokan2 tersumbat, sampe sampah laut",2025-04-03T13:46:58.296650Z
,,,Mon Feb 24 07:33:28 +0000 2025,225,,,,,,"@gomenachai @gomenachai Betul, kak. Disarankan untuk mencari tahu &amp; mengirim empties kamu ke lembaga daur ulang/ bank sampah yang tersedia di sekitarmu ya! 🙏",
,,,Mon Feb 24 06:50:42 +0000 2025,226,,,,,,"Gaun Pesta dari Bahan Daur Ulang Sampah Pukau Penonton Jogja Fashion Parade 2025 
#JogjaFashionParade #JFP2025
https://t.co/H0fnVZpHtz",
,,,Mon Feb 24 03:25:22 +0000 2025,227,,,,,,"yang mampu mengolah hingga 74 ton sampah per hari dan mendukung konsep kota hijau yang berkelanjutan loh. 

•🗑️ 74 ton sampah/hari
•🌱 15 ton lumpur/hari
•🔄 Pemisahan organik &amp; anorganik
•♻️ Daur ulang &amp; pengolahan menjadi energi",
,,,Mon Feb 24 03:24:38 +0000 2025,228,,,,,,"yang mampu mengolah hingga 74 ton sampah per hari dan mendukung konsep kota hijau yang berkelanjutan loh. 

•🗑️ 74 ton sampah/hari
•🌱 15 ton lumpur/hari
•🔄 Pemisahan organik &amp; anorganik
•♻️ Daur ulang &amp; pengolahan menjadi energi 

#BrantasAbipraya
#TPSTIKN",
,,,Mon Feb 24 02:30:52 +0000 2025,229,,,,,,"@sosmedkeras harus di dukung terus program kayak gini, biar makin byk yg sadar soal daur ulang sampah",
,,,Mon Feb 24 01:55:59 +0000 2025,230,,,,,,"Kolaborasi Smartfren dan Kertabumi Beri Pelatihan Daur Ulang Sampah 

https://t.co/tGyh4QUKqQ",
