sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text
Positive,Neutral,Positive,Positive,"#hallosobatliterasi 

Pembuatan pajangan boneka dari plastik. 
Berkreatifitas dengan daur ulang limbah plastik yang di mana plastik itu sendiri adalah sampah yang membutuhkan waktu sangat  lama untuk terurai,

Sampah plastik, meskipun sudah disebut sampah dalam hal seni kreatif dapat digunakan pemanfaatannya. Salah satu bentuk memanfaatkan sampah tersebut kita mengenal daur ulang (recycle). Kegiatan mendaur ulang sampah merupakan tindakan positif atas bentuk kepedulian terhadap lingkungan

#salamliterasi 
#literasiuntukkesejateraan 
#berkreatifitas 
#daurulanglimbahplastik 
#perpusnas 
#perpustakaandesa 
#perpustakaankiematubu_afaafa"
Neutral,Neutral,Positive,Positive,Dari limbah menjadi mekar! Ide daur ulang plastik cerdas untuk taman Anda!
Positive,Neutral,Positive,Positive,"LIMBAH PLASTIK DIBUAT JADI ACTION FIGURE API UNGGUN TERAKHIR

Mau dikemanain limbah plastik yang berlimpah? salahsatu ide yang muncul adalah membuat project mainan daur ulang dengan superhero Indonesia. Nah, buat saya, superhero Indonesia itu adalah anak pramuka yang dengan ikhlas menyumbangkan jiwa raganya untuk menjaga keutuhan bangsa dan negara dengan nilai trisatya dan dasa darma dalam prilaku kehidupannya sehari-hari. 

Kira Larasati adalah salah satu dari tokoh dalam novel Benteng Api Unggun Terakhir dan Sang Saka yang siap menjadi pilot project daur ulang limbah plastik sebagai action figure pramuka zaman now. 

character 3d-nya sudah jadi, tinggal berikutnya bagaimana caranya di perbanyak dan dibagikan gratis sebagai contoh produk daur ulang limbah plastik.  

#workinprogress #daurulanglimbahplastik #merchandising #sayapilihbumi"
Positive,Neutral,Positive,Positive,Badan Riset dan Inovasi Nasional atau BRIN telah mengembangkan teknologi radiasi nuklir untuk mengolah daur ulang limbah plastik menjadi bahan komposit plastik kayu. #Humaniora #AdadiKompas
Positive,Positive,Positive,Positive,"USAHA DAUR ULANG PLASTIK

Botol plastik rongsokan menjadi sapu plastik, masya Allah. Ini termasuk cara untuk memanfaatkan limbah plastik. Jenis plastik yang digunakan adalah botol plastik air mineral, kalau kelasnya masuk jenis PET (Polyethylene terephthalate).

Yang jadi juragan usaha sapu plastik ini adalah Mas Danang, yang Kamis lalu baru saja masuk Islam, dengan pengikraran di Pesantren Darush Sholihin. 

Nantikan video usaha Mas Danang ini di Channel Rumaysho TV. Moga segera tayang Insya-Allah.

—-

Karangtengah, Wonosari, Gunungkidul
17 Muharram 1442 H"
Positive,Negative,Positive,Positive,"SMA Pangudi Luhur Jakarta kini menggunakan meja dan kursi belajar yang terbuat dari 950 kg limbah plastik daur ulang!
.
Inisiatif ramah lingkungan ini merupakan hasil kolaborasi @wastgood, @cundraset, dan @basjundesign, yang berhasil mengubah sampah plastik menjadi 71 set meja dan kursi untuk ruang kelas. Langkah inovatif ini tidak hanya membantu mengurangi limbah, tetapi juga memberikan solusi berkelanjutan bagi dunia pendidikan.
.
Source by wastgood
.
Space to grow into an Architect & Designer

. 
#arsitekturpedia #duniaarsitektur #arsitektur #arsitek #arsitekjakarta #arsitekindonesia #infoarstek #infosayembara #infodunia #tokoharsitek"
Positive,Neutral,Positive,Positive,"Inovasi ramah lingkungan hadir di NTB. Sebuah sekolah dasar di Lombok Barat, SDN 04 Medas, menjadi bangunan pertama di dunia yang dibangun menggunakan bata dari limbah plastik daur ulang (ecobrick). 

#viral #fyp #facebookviral #fakta #kreatif #kisahinspiratif #ntb"
Neutral,Positive,Positive,Positive,"Mesin pencacah plastik yang kita buat bertujuan untuk membantu pengusaha daur ulang sampah menjadi cacahan kecil. Mesin pencacah plastik mempermudah pekerjaan pencacahan botol bekas dan plastik sebelum dijual kembali.

Mesin pencacah plastik bisa menjadi solusi untuk memanfaatkan limbah untuk didaur ulang. Dengan mesin pencacah yang satu ini, plastik plastik terbuang bisa dijadikan produk yang memiliki nilai jual.

📞 Info dan konsultasi :
Telp/WA :

CS 1: wa.me/+6281234280625

CS 2: wa.me/+6282142267610
CS 3: wa.me/+6282334870125
CS 4: wa.me/+6281217850288 

🏢 Workshop : Jl Madiun - Ponorogo KM 10 Selatan Puskesmas Geger 300 Meter ,Ds. Jatisari Kec. Geger Kab. Madiun"
Neutral,Neutral,Positive,Neutral,"Cara mendaur ulang plastik bekas 
#semuaorang
#pengikut
#jangkauanluas
#fbpro
#viral
#sorotan"
Neutral,Positive,Positive,Positive,"Projek ke-2 GHB (Daur Ulang Limbah Plastik) dalam proses Mencuci, Mengeringkan serta Membuat ring dari badan gelas plastik
#gayahidupberkelanjutan
#daurulanglimbahplastik
#kelasX5
#sman1punggur"
Neutral,Neutral,Positive,Positive,"PEDULI LINGKUNGAN TANGGUL CEBLOK  (PLTC)

Daur Ulang Limbah Sampah Plastik  ♻️

 #Daurulanglimbahplastik
 #viral #fyp #hdpe"
Neutral,Neutral,Positive,Positive,Mendaur Ulang Sampah Plastik Jadi Kursi #daurulangsampah #sampahplastik #Processing #manufacturing #factory #facebook #fbpro #kursi #kreatif #kreasi
Neutral,Positive,Positive,Positive,Plastik daur ulang
Neutral,Neutral,Positive,Positive,Membuat sikat pembersih dari plastik daur ulang ♻️
Positive,Neutral,Positive,Positive,"Wastgood menghadirkan meja dan kursi belajar hasil daur ulang 950 kg sampah plastik untuk SMA Pangudi Luhur, Jakarta Selatan.
Wastgood yang berfokus pada daur ulang sampah plastik, berkolaborasi dengan Desainer Bas Junianto dan Cundra Setiabudhi untuk menghadirkan furnitur ramah lingkungan di SMA Pangudi Luhur Jakarta.
Founder Wastgood, Arif, mengatakan bahwa inisiasi proyek ini telah direncanakan selama lima bulan. Mulai dari proses pengumpulan limbah, desain, hingga pembuatan prototipe.
SMA Pangudi Luhur sendiri, kata Arif, memiliki program daur ulang sampah, baik sampah organik maupun nonorganik.
“Pengajar SMA Pangudi Luhur, Pak Gigih, memang sudah lama pengin buat meja dari daur ulang. Nah, Mas Cundra sebagai alumni SMA Pangudi Luhur menghubungi Wastgood untuk kerja sama mewujudkan mimpinya, salah satunya untuk membuat bangku dan meja daur ulang,” ujar Arif kepada DAAI TV, Selasa (11/2).
#fyp #bonus #faktaunik #fakta #foto #viral #tranding"
Neutral,Neutral,Positive,Neutral,Bonsai dari daur ulang limbah plastik... :)
Neutral,Neutral,Positive,Positive,Ide P5 gaya hidup berkelanjutan membuat bunga dari plastik bekas yang sangat kreatif
Neutral,Neutral,Neutral,Positive,Cara membuat sarung tangan plastik dari proses mendaur ulang kantong kresek bekas #daurulang #sarungtangan #plastikbekas
Positive,Positive,Positive,Positive,"Plastikku adalah Uangku? Daur ulang dapat uang?

Ternyata botol plastik sekali pakai masih berharga setelah digunakan! Faktanya, botol plastik bekas memiliki nilai ekonomis karena dapat didaur ulang menjadi produk baru! Dengan teknologi daur ulang, limbah plastik yang kita hasilkan dapat digunakan kembali sebagai bahan baku untuk membuat produk-produk plastik baru!
Melalui transisi dari ekonomi linier menjadi ekonomi sirkular, kami dapat memperoleh keuntungan dari mendaur ulang botol plastik bekas kita!

Tertarik menjadi pengusaha dengan modal sampah plastik?
Temukan dan pelajari lebih lanjut dengan mengikuti webinar ini!
Bit.ly/Plastikku-Uangku

#UniversitasIndonesia"
Positive,Positive,Positive,Positive,"Sampah plastik jadi limbah
Sampah plastik jadi gaun cuan

Gebrakan yang sangat menginspirasi ini datang dari @cacagown bareng adik-adik berkebutuhan khusus menciptakan gaun indah mendulang cuan dari daur ulang sampah botol plastik.

Yuk simak di video inspirasi Berani Berubah program kolaborasi @sctv @indosiar @vidiodotcom bersama media digital @Liputan6 dan @merdekadotcom

#BeraniBerubah #PerubahanPerilaku #inspirasi #UMKM"
Positive,Neutral,Positive,Positive,"Oriflame KEREEEEENNNN 😍😍😍

Sepatu kets nya terbuat dari sampah plastik daur ulang dr lautan. Jd ngurangiin limbah plastik dibikin sepatuu

Kalo dijual di katalog indonesia, siapa maoo komeeen cobaaa biar kita mintaa ke global 😆😆"
Neutral,Neutral,Positive,Positive,"Cara membuat bunga unik dari plastik bekas

#craft #tutorial #daurulang #kerajinantangan"
Positive,Neutral,Positive,Negative,"Korek gas telah menjadi bagian tak terpisahkan dari kehidupan sehari-hari, menyimpan sejumlah masalah lingkungan yang serius. Komponen utama dari korek gas adalah bahan plastik yang sulit didaur ulang. Proses daur ulang plastik menjadi tantangan tersendiri karena aditif dan campuran bahan lain yang sulit dipisahkan. Akibatnya, banyak korek gas yang terbuang dan menjadi sumber polusi lingkungan.

Tapi hal unik dilakukan Pak Timan, petugas UPS Badan Air Kecamatan Kemayoran, Jakarta Pusat. Di tangannya, sampah korek gas punya nilai lebih. Tak sekadar menjaga kondisi kali agar terbebas dari sampah, Pak Timan mengambil langkah untuk mengolah limbah menjadi kerajinan tangan unik dan kreatif. 

Yuk, bersama Pak Timan untuk lebih bijak lagi untuk memilah, mengolah, dan menjadikan sampah lebih bermanfaat.

#sampah #limbah #mainan #miniatur #kreatif #kerajinan #reduce #reuse #recycle #3r #jakartasadarsampah #jagajakarta #dkijakarta #suksesjakartauntukindonesia"
Negative,Neutral,Neutral,Negative,Sampah plastik di daur menjadi beras plastik. Hati hati...
Neutral,Neutral,Positive,Positive,"Pemanfaatan limbah plastik 🙏
Ajar adik"" di rumah, kasih modal ketrampilan buat bekal mereka nanti, dimulai dari yg sederhana.
membuat bunga dari kresek, semua kresek di setrika dulu sehingga bahan kreseknya kaku, potnya kami buat dari lidi sate, kemudian di hias dengan percahan kain tenun
#prakarya #bungadarikresek #fyp
#bonusfoto"
Neutral,Neutral,Positive,Positive,Proses pembuatan Spakbor Motor dari plastik bekas
Positive,Positive,Positive,Positive,"Warga Rawamangun Daur Ulang Sampah Plastik⁣
⁣
Sekitar 50 orang warga Rawamangun mengikuti workshop (loka karya) daur ulang limbah plastik bersama Suku Dinas Lingkungan Hidup Kota Administrasi Jakarta Timur dan Dewan Paroki Gereja Keluarga Kudus di aula Betlehem, Gereja Keluarga Kudus, Jl. Balai Pustaka Baru, Kelurahan Rawamangun, Kecamatan Pulogadung, Jakarta Timur, Sabtu (18/1/2020).⁣
⁣
""Tujuan dari workshop ini agar masyarakat mengetahui mana sampah yang dapat didaur ulang, yang memiliki nilai,"" pungkas Kepala Suku Dinas Lingkungan Hidup Kota Administrasi Jakarta Timur, Herwansyah. ⁣
⁣
Adapun workshop yang diajarkan berupa daur ulang sampah berbahan plastik seperti tutup botol, galon dan plastik. ⁣
⁣
Bahan tersebut dilelehkan dioven untuk kemudian dibentuk sesuai selera dan diberikan warna-warna menarik, menjadi wadah buah, talenan, nampan, papan nomor rumah dan bangku.⁣
⁣
Kegiatan daur ulang sampah ini dilakukan berdasarkan Instruksi Gubernur DKI Jakarta Nomor 70 Tahun 2017, tentang pemilahan sampah organik, anorganik, sampah bahan berbahaya dan beracun.⁣
⁣
@aniesbaswedan⁣
@m.anwar551⁣
@uuskuswanto_552jt⁣
@usmayadirameli⁣
@dkijakarta⁣
⁣
#jaktim #jakarta #sampah #daurulang"
Positive,Neutral,Positive,Positive,"#SahabatPembangunan,️ Paviliun Indonesia di Expo 2025 Osaka hadir sebagai simbol kekuatan maritim dan komitmen terhadap masa depan berkelanjutan. Dirancang dengan prinsip ramah lingkungan, paviliun ini menggunakan material inovatif seperti kayu Plana yang terbuat dari 60% sekam padi, 30% limbah plastik daur ulang, dan 10% bahan tambahan. 🌱

Sistem pencahayaan dan pendingin hemat energi juga diterapkan untuk mengurangi emisi karbon. Selain itu, penggunaan material daur ulang dan berkelanjutan menjadi wujud nyata Indonesia dalam menjaga bumi 🌏

#IndonesiaPavilion2025 #BappenasRI #IndonesiaExpo2025 #PaviliunIndonesia"
Neutral,Positive,Neutral,Positive,"Selain 100% solar movement, jam ini juga dibuat dari bahan daur ulang untuk mengurangi jumlah limbah plastik di luar sana, bahkan strapnya terbuat dari hasil daur ulang botol plastik.

Klik  untuk belanja!

#UStyleMe #UrbanIcon"
Neutral,Neutral,Positive,Positive,"Viral! Aksi Prakarya Kreatif Bocah Cilik Daur Ulang Sampah Plastik dengan Hasil yang Aestetik

Seorang bocah cilik melakukan aksi prakarya kreatif saat membuat sepatu yang diunggah ke akun TikTok pribadinya (@/sipalinglokal). Di dalam video yang diunggahnya, ia membuat sepatu dari sampah plastik, barang yang dianggap sudah tidak wajar namun berhasil mencipta karya yang begitu aestetik."
Positive,Neutral,Positive,Positive,"Mahasiswa Teknik Lingkungan ITERA Juara Lomba Daur Ulang Sampah

ITERA NEWS. Tim mahasiswa Program Studi Teknik Lingkungan Institut Teknologi Sumatera (ITERA) meraih juara II lomba daur ulang sampah dalam Festival Lingkungan MAHARIPAL 2019 yang diadakan di UIN Raden Intan Lampung, beberapa waktu lalu.
Mahasiswa yang terlibat dalam tim tersebut yakni Azura Purnama, Septiana Kusuma Dewi, Rahmah, Saptina Lilyana, Anggraini, Amida, Gita wulan, Karissa Rana, Nasrul Putra dan Ainan Azka. Dalam kegiatan tersebut, tim mahasiswa Teknik Lingkungan ITERA menciptakan paving block berbahan sampah plastik yang dinilai lebih kuat disbanding paving blok berbagan semen.
Tyan Nufutomo selaku dosen pendamping mahasiswa menyebut, ide pembuatan paving block berbahan limbah plastik mereka dapatkan dari melihat referensi yang sudah dilakukan di salah satu daerah di Jawa Tengah. Untuk itu mereka ingin mencoba menerapkannya di Lampung, sebagai bagian dari upaya pengurangan sampah plastik yang sulit terurai.
“Tujuan daur ulang sampah ini karena kami melihat masih adanya permasalahan sampah plastik yang terus menumpuk di berbagai tempat di masyarakat. Kami ingin mengolah sampah tersebut menjadi sebuah benda yang lebih bermanfaat, seperti menjadi paving block,” ujar Tyan, Rabu (24/4/2019)

Baca selengkapnya di
"
Neutral,Positive,Positive,Positive,"Bunga dari botol bekas kemasan air mineral.
Kreasi Daur Ulang Sampah Plastik 
#diy #craft #daurulang #kreasi"
Positive,Neutral,Positive,Positive,"Siap kirim ke seluruh Indonesia
Yuk yang mau usaha daur ulang limbah plastik
Ikuti workshop di CV Berkah Plastik 😉
Ada bimbingan dan penjelasan oleh mentor2 profesional dan owner langsung dr CV Berkah Plastik 
Usaha daur ulang limbah plastik
Kami siap membantu dan membimbing
✓ bagi pemula yang mau menggeluti bisnis limbah plastik
✓ Kami juga menyediakan mesin pencacah plastik dengan berbagai kapasitas dan ukuran sesuai kebutuhan owner.
✓ Kami siap menerima dan menampung hasil cacahan plastik dengan harga pabrikan.

Lokasi /office :
• Jl. Wilalung Ds. Menawan Merak 05/01 Kec.Dempet Kab.Demak Jateng • Jl. Jeruk VIII no 28 Semarang

Monggo yg mau berkunjung silakan tanya2 gratis dan kami siap melayani 24 jam 
Insya Allah amanah dan terpercaya
Silakan yang minat mau tanya2 atau konsultasi boleh
TLP ☎️ 085701155220 
WA 📲 081393031380 / 087887427903
Terimakasih.. .matursuwun 🙏😄 #limbahplastik #cacahanplastik #usahaplastik #bisniscacahanplastik #peluangusaha #bisnissemarang #bisnisdemak #purwodadi #demak #semarang #daurulanglimbahplastik #daurulang #mesinpencacahplastik #jualmesincacahanplastik #jualmesinpencacahplastik #jualmesingilinganplastik #mesincacahplastik #gilinganplastik #bijiplastik #sampahplastik #mesincacahplastikkalimantan #bisniskalimantan"
Positive,Neutral,Positive,Positive,"Menilik Uniknya Ajang Balap Perahu yang Manfaatkan Limbah Plastik di Uganda

Uganda mengadakan balapan perahu plastik daur ulang pada Sabtu (22/2) sebagai bagian dari upaya yang sedang dilakukan untuk memerangi pencemaran air.
   
Acara tersebut digelar di Danau Victoria dekat Distrik Wakiso di Uganda tengah, menarik peserta dari berbagai sekolah dasar dan menengah yang berlokasi di sekitar perairan itu.
   
Romina Wilke Koehler, anggota dewan dari 7 Hills International School, yang merupakan salah satu penyelenggara acara tersebut, mengatakan ini adalah edisi keempat dari ajang balapan itu.

""Kami bertanya kepada setiap sekolah bagaimana mereka akan membuang plastik (yang digunakan). Kami tidak ingin mereka mengumpulkan plastik kemudian membuangnya lagi,"" jelas Koehler.
   
Dia menyebutkan bahwa sejumlah sekolah telah mengembangkan cara-cara inovatif untuk mendaur ulang sampah plastik, mengubahnya menjadi kerajinan tangan, kursi, dan meja.
   
""Kita perlu menemukan cara untuk mengurangi pencemaran pada perairan kita. Kita bergantung pada air untuk penghidupan, jadi sangat penting untuk berbicara dengan generasi penerus kita tentang cara melindunginya (perairan),"" ujarnya.
   
Koehler menyatakan optimismenya bahwa lebih banyak orang akan berkontribusi dalam mengurangi polusi melalui inisiatif seperti ini.

Peter Julius Ogenrwot, seorang guru dari Sekolah Menengah Chrysalis di Distrik Omoro, Uganda utara, mengatakan bahwa mereka mendengar tentang acara tersebut dari media sosial dan memutuskan untuk berpartisipasi.
   
""Kami memulai dengan klub daur ulang, dan kini kami membuat kursi dan tempat sampah dari botol plastik yang dikumpulkan dari sekitar sekolah,"" ujarnya.
   
Dia menekankan bahwa ajang balap perahu ini memberikan kesempatan bagi para siswa untuk memahami pentingnya konservasi air dan daur ulang sampah plastik."
Neutral,Neutral,Neutral,Positive,Membuat Gagang Kapak dari Plastik Daur Ulang
Neutral,Neutral,Positive,Positive,"Kotak penyimpanan soket listrik ini terbuat dari pot plastik daur ulang, kecil, ringan dan praktis"
Neutral,Neutral,Positive,Positive,"Ide kreatif dengan memanfaatkan plastik bekas👍☺

#kreatif #edukasi #inspirasi #poo #viral #kerajinantangan
@sorotan #amazing #trending"
Positive,Positive,Positive,Positive,"Taiwan berhasil menciptakan sebuah mesin pendaur ulang yang dinamakan ""Trashpresso"". Alat ini dapat mengubah sampah plastik serta material lainnya menjadi bahan bangunan seperti tegel/ubin, batu bata dan lain-lain. Mesin daur ulang ini uniknya dapat dipindah ke mana saja menggunakan tenaga matahari dan dapat digunakan secara otomatis. Beberapa tahap dalam proses daur ulang Trashpresso adalah pencucian, pemotongan, penghilangan endapan dan zat tidak berguna lainnya, dan pembentukan ulang. Dengan cara ini, limbah plastik yang membutuhkan waktu ribuan tahun untuk terurai dapat diubah menjadi tegel berbentuk segi enam yang cantik dan berkualitas. 5 botol plastik dapat didaur ulang menjadi 1 buah tegel, 50 tutup botol dan gelang plastik juga dapat didaur ulang menjadi 1 buah tegel. Dalam waktu 1 jam, 50 kg sampah dapat diubah menjadi materi yang dapat digunakan kembali!"
Neutral,Neutral,Positive,Positive,"Lomba fhesyen show SMP N 12 BITUNG
baju sampah plastik daur ulang"
Positive,Neutral,Positive,Positive,"Daur ulang sampah plastik mnjdi furnitur👍
Bersama kita bisa💪
Artinya, jika pemerintah mau diskusi bersama masyrkat yg memang cinta n bergelut dibidang sampah plastik, yakin...sampah plastik bisa ditanggulagi👍💪"
Neutral,Neutral,Positive,Neutral,Hasil akhir dari daur ulang sampah plastik
Positive,Neutral,Positive,Neutral,antusias mereka membuat kami selalu bersemangat mengajarkan daur ulang sampah plastik
Neutral,Neutral,Neutral,Positive,"DAUR ULANG SAMPAH PLASTIK JADI KURSI
#daur #daurulang #sampah #kreatif #kerajinan #inspirasi #tutorial @sorotan Kata Bijak & Nasihat Hidup"
Positive,Positive,Positive,Negative,"Hai #SahabatBahari, tahu nggak sih kalau sampah plastik itu terbagi menjadi beberapa jenis lho! Jenis sampah plastik digolongkan berdasarkan bahan baku, material hingga kegunaannya. Bahkan beberapa sampah plastik ini ternyata bisa di daur ulang. Nah, jadi jangan sampai sampah plastik dibuang sembarangan bahkan mencemari laut kita ya. Yuk bersama ikut Mimin untuk selalu membersihkan sampah plastik yang tersebar di pesisir dan laut kita.😉

Ekonomi Biru untuk Indonesia 

#KKPAccelerate #EkonomiBiru #KKPGOID #MenteriKKP #SaktiWahyuTrenggono #SampahPlastik"
Positive,Neutral,Positive,Neutral,"Kami sebuah perusahaan pengolahan dan daur ulang sampah plastik ... Kami membuka peluang kerja utk bekerja dan belajar memahami pola pengolahan dan daur ulang sampah ..

Yang berminat ... Silahkan hubungi no kontak yang tertera atau datang langsung ke alamat kami ...

Yuk kapan lagi bisa bekerja sambil belajar memahami pola pengolahan dan daur ulang sampah plastik."
Positive,Negative,Neutral,Negative,"Sampah plastik memiliki dampak buruk bagi bumi.  Apa saja dampak tersebut dan bagaimana cara mengatasinya...? 

Plastik merupakan jenis sampah yang menjadi perhatian  utama karena terus meningkat dan menimbulkan berbagai dampak buruk pada lingkungan dan semakin di luar kendali. 

Hal tersebut sejalan dengan penelitian yang di publikasikan oleh Tim CNN di mana di prediksi  710 juta ton plastik akan mencemari lingkungan dan meningkatkan polusi plastik pada tahun 2040.

Adapun dampak buruk akibat sampah plastik antara lain: pencemaran udara karena pembakaran sampah plastik, ekosistem di laut terganggu akibat sampah plastik yang di buang ke laut,  mengganggu kesehatan manusia serta sampah plastik yang sulit terurai juga mempengaruhi kesuburan tanah.

Selain dampak yang ditimbulkan, besarnya jumlah sampah plastik lambat laun dapat menenggelamkan bumi ini. Hal tersebut terjadi karena sejak tahap produksi, konsumsi hingga pembuangannya sampah plastik menghasilkan emisi karbon yang tinggi sehingga berkontribusi terhadap perubahan iklim. 

Semakin tinggi emisi karbon yang dihasilkan dari tumpukan sampah plastik maka akan semakin tinggi puka konsentrasi gas rumah kaca yang ada di atmosfer. Tingginya gas rumah kaca tersebut akan menimbulkan pemanasan global dan menyebabkan lapisan es di daerah kutub mencair.

Mencairnya es di kutub  kemudian menyebabkan kenaikan air laut sehingga menenggelamkan daerah-daerah terkhusus daerah yang rendah.
 
Jika kita tidak mau itu terjadi, maka kita harus mengatasi penumpukan sampah plastik dengan mengurangi konsumsi plastik, meningkatkan tingkat penggunaan kembali plastik,  meningkatkan pengumpulan dan daur ulang sampah plastik serta memperluas sistem pembuangan yang aman. 

#jpickalimantan #dayakvoices #dayakbercerita #bumi #bumiuntukkita #lindungibumi #bumiadalahkehidupan #stopsampahplastik #daurulangsampahplastik"
Neutral,Neutral,Positive,Positive,"Membuat sapu dari botol bekas
 Yukk kurangi sampah plastik, mari kita daur ulang sesuatu yg bisa dimanfaatkan 😊

##diysapu #daurulangsampahplastik #botolbekas #honemade #inspirasi"
Neutral,Neutral,Positive,Positive,"Hasil daur ulang sampah plastik.
Assalamualaikum selamat siang saudaraku tetap semangat jalin terus tali silahturahmi 🙏 
#fbpro
#jangkauan
#bersihituindah
Sorotan Sorotan"
Neutral,Neutral,Positive,Neutral,"Langkah langkah konkrit menekan penggunaan plastik yang berlebihan agar alam tetap tersenyum dan bersahabat dengan kita😇;

1. Membawah kantong plastik sendiri

2. Membawah botol minuman atau tumbler sendiri ketika haus.jadi tidak mesti membeli air kemasan plastik.

3. Tidak menggunakan sedotan plastik jika ke rumah makan,restauran atau warung

4. Hindari membeli makanan atau minuman kemasan plastik.

5. Daur ulang sampah plastik.(pisahkan sampah non organik dan organik di rumah masing masing)"
Neutral,Neutral,Positive,Positive,"Punya banyak sampah plastik dirumah ? Yukk kita bikin kreasi bareng-bareng ☺️
Ternyata barang-barang bekas dirumah yang kita anggap sampah itu bisa kita daur ulang loh jadi barang yang memiliki nilai guna dan bisa memiliki nilai jual juga 😁

#To_Tucraft
#LuwuUtara
#daurulangsampahplastik
#pemanfaatanlimbahplastik"
Neutral,Neutral,Positive,Positive,"Daur Ulang sampah Plastik sederhana. 
Salam support buat kamu yg lagi berusaha BERGUNA. 
#fbpro"
Neutral,Neutral,Positive,Positive,"Karya ibu dan alamsyah😍
Hasil daur ulang sampah plastik
Jadi keranjang sayur sekaligus hiasan dapur😁
.
.
.
#daurulangsampahplastik
#pedulilingkungan
#lingkunganbersihtanpasampahplastik"
Positive,Neutral,Positive,Positive,"Ujian praktek kelas XI Seni Terapan Daur Ulang sampah plastik kresek
InsyaAllah tahun depan kelas XI dibagi banyak kelompok supaya banyak penampilan pesertanya 🥰🥰🥰
#maafkamimasihperdana
#sman1singkohor"
Positive,Positive,Positive,Positive,"Kreasi daur ulang sampah plastik menjadi kerajinan tangan
Bunga dari penutup Botol🫰
P-5 kelas 3 SD Advent Sentani Timur"
Neutral,Positive,Positive,Positive,"Main-main ke pabrik daur ulang sampah botol plastik di Indonesia!♻️

Kemarin abis visit pabrik yang gede dan canggih banget punya @amandinabuminusantara & @mahijaparahitanusantara di Cikarang, sekalian belajar proses recycle sampah botol plastik untuk jadi botol daur ulang. Gokil sih, salah satu pengalaman paling seru!🔥

#factoryvisit #MahijaParahitaNusantara #AmandinaBumiNusantara #RecyclingHero #circulareconomy"
Positive,Neutral,Neutral,Positive,"Daur ulang sampah plastik
Kreasi anak SD"
Neutral,Neutral,Positive,Positive,"Daur ulang sampah plastik adalah upaya untuk mengelola dan menggunakan kembali plastik bekas. Daur ulang plastik dapat mengurangi dampak negatif terhadap lingkungan dan pencemaran udara, air, dan tanah. 
#daurulangsampahplastik #foto #teks #fyp #trending #semuaorang #sorotan"
Neutral,Positive,Positive,Positive,"Botol Plastik vs Botol Kaca

Dalam konteks air minum dalam kemasan yang biasa disediakan di kamar-kamar hotel, apakah penggunaan botol kaca lebih ramah lingkungan dibandingkan penggunaan botol plastik?

Botol Plastik

Penggunaan botol plastik mempunyai beberapa kelebihan seperti praktis, tamu bisa bawa untuk kepentingan di luar hotel, pengangkutan lebih ringan karena hanya perlu 1 trip saja (saat antar botol yang isi) sehingga jejak karbonnya lebih sedikit. Kelemahannya ada pada timbulan sampah plastiknya. Namun hal ini bisa disiasati dengan manajemen pengelolaan sampah yang baik dengan cara recycling/daur ulang. Botol plastik air minum kemasan yang berbahan PET dapat didaur ulang beberapa kali dan sudah menjadi sumber pendapatan dari industri daur ulang dalam ekosistem circular economy.

Bagaimana dengan botol kaca? 

Walaupun sedikit lebih mahal, botol kaca menjadi pilihan yang baik terutama untuk mengurangi sampah botol plastik sehingga terkesan ramah lingkungan walaupun tidak praktis dari sisi tamu karena tidak bisa dibawa keluar lingkungan kamar. Jangan lupa juga bahwa pengangkutan botol kaca menyumbang carbon footprint yang lebih besar karena berat muatan yang lebih tinggi dan memerlukan 2 kali trip (angkut botol berisi dan angkut botol kosong). Dalam proses sanitasi botol untuk penggunaan ulang juga memerlukan air dalam jumlah banyak dan zat kimia pembersih yang masuk ke tanah. Tutup botol kaca yang berbahan dari logam juga merupakan sampah, namun bisa didaur ulang dengan pengelolaan yang baik.

Jadi kesimpulannya mana yang lebih baik? 

Keduanya sama-sama baik dan sama-sama punya kelemahan. Yang diperlukan adalah kesadaran dan prilaku kita dalam mengelola sampah dengan bijak.

Sebagai tamu hotel, saya lebih suka kemasan plastik karena lebih praktis. Botol kosong akan saya masukkan di tempat sampah daur ulang/recycling bin yang biasanya juga tersedia di hotel."
Neutral,Negative,Negative,Negative,"Daur Ulang Sampa Plastik Menjadi Beras. 

#waspadaberasimpor
#semuaorang
@sorotan"
Positive,Neutral,Positive,Positive,"👉Masya Allah...Tabarakallah

Ini hasil karya daur ulang sampah plastik
Siswa kelas 4B ku🥰

Ini hasil karya siswi perempuan👍😘

Ini dari pembungkus makanan ringan, pembungkus mie instant, dan lain-lain

Terimakasih anak2 hebatnya ibu guru🥰👍

#P5 #hasilkaryasiswakelas4B #Daurulangsampahplastik #kolasebajubatik"
Positive,Neutral,Positive,Positive,"Sahabat, melawan polusi sampah plastik dapat dilakukan dengan daur ulang dan mengoptimalkan potensi nilai ekonomisnya lho! Salah satu caranya melalui model daur ulang. Rantai daur ulang menjadi kunci utama dalam penerapan ekonomi circular. Dengan melakukan daur ulang sampah plastik dan menggunakan kembali produk daur ulang dapat mengurangi penumpukan sampah di TPA. Model daur ulang ini juga memiliki nilai ekonomi bagi masyarakat serta dapat mendukung industri-industri pengolahan sampah."
Neutral,Neutral,Positive,Positive,Daur ulang sampah plastik
