"Unnamed: 0","annotation_id","annotator","created_at","date_created","id","lead_time","sentimenteffective","sentimentpet","sentimentprocess","sentimentrecycle","tweet","updated_at" 
"",1316,"1","2025-05-30T13:02:51.573589Z","Thu Apr 27 17:18:03 +0000 2023",2375,13.509,"Neutral","Negative","Negative","Negative","SUMPAH DEMI APAPUN bukannya renov kelas + benerin ring basket LU TAU SEKOLAH GUA MASANG TEMPAT DUDUK BENTUK LOVE tau ga sih yang biasanya jd spot foto ibu ibu di tempat wisata TRUS DI DEKOR PAKE BOTOL PLASTIK MAKSUDNYA APAAN ANJ mau cerita daur ulang mah jelek majang sampah ","2025-05-30T13:02:51.573589Z"
"",1385,"1","2025-05-31T04:34:39.031613Z","Wed Sep 15 10:21:26 +0000 2021",2376,20.078,"Negative","Negative","Negative","Negative","@AREAJULID Ini yang bikin tuh mikir gini gak sih?? Sampah2 nya mau dikemanain Klo pun didaur ulang mnrt gue tetep agak kurang botol2 plastik yg kecil gtu aja udh banyak yg daur ulang tapi tetep masih numpuk sampah-sampai nya apalagi ini yg segede itu. Stress ","2025-05-31T04:34:39.031613Z"
"",1384,"1","2025-05-31T04:34:18.175373Z","Mon Jul 31 11:34:01 +0000 2023",2377,5.103,"Positive","Neutral","Neutral","Positive","Tuh bajer galon sekali pake kek nya kurang literasi deh padahal Aqua yg pertama loh yg kemasan plastiknya 100% terbuat dari plastik daur ulang dan 100% bisa didaur ulang lagi. . Bajer galon sekali pakai warrior biasanya cuma playing victim padahal yg nyampah siapa dasar... ","2025-05-31T04:34:18.175373Z"
"",1383,"1","2025-05-31T04:33:46.533960Z","Wed Aug 26 12:20:05 +0000 2020",2378,52.629,"Negative","Negative","Negative","Negative","rata2 sampah yg dihasilkan di jkt kurang lebih 7.700 ton per hari di tahun 2019 yg 34%nya merupakan sampah plastik. data dari SWI sampah di Indonesia ternyata 50%nya tetap berakhir di TPS dan kurang dari 10% sampah plastiknya terdaur ulang. kpn ya tingkat daur ulang kita kyk SGP ","2025-05-31T04:33:46.533960Z"
"",1382,"1","2025-05-31T04:32:26.649841Z","Mon Jan 23 01:56:04 +0000 2023",2380,5.818,"Negative","Negative","Negative","Negative","tapi aneh banget ya? Bahan Baku Sampah Plastik PET yang Masih Kurang di Indonesia padahal di sungai di mana-mana sampah plastik bertumpuk kok gagal di daur ulang? ","2025-05-31T04:32:26.649841Z"
"",1381,"1","2025-05-31T04:32:18.565820Z","Sun Jan 21 16:18:03 +0000 2024",2381,147.658,"Positive","Positive","Positive","Positive","@cakimiNOW Rispek Cakkk cuma kurang 1 tadi soal botol plastik bisa dijawab loh botol plastik pun tetap bisa didaur ulang coba lihat apa yang dilakukan Pak Anies di DKI melalui TPST Bantar Gebang yang mengolah sampah dengan 9 cara salah satunya daur ulang plastik . ","2025-05-31T04:32:18.565820Z"
"",1380,"1","2025-05-31T04:29:10.385937Z","Mon Oct 10 11:51:14 +0000 2022",2383,42.446,"Negative","Neutral","Negative","Neutral","Kok bisa ya apakah kita masih kekurangan pemain daur ulang..? Atau apakah kita masih kurang pemulung..? Gw pernah dengar impor sampah utk bahan bakar Tapi blm pernah dengar ekspor sampah plastik yg sudah d daur ulang..?","2025-05-31T04:29:10.385937Z"
"",1379,"1","2025-05-31T04:28:21.039944Z","Tue May 02 08:14:36 +0000 2023",2384,32.457,"Negative","Neutral","Negative","Neutral","@AulFidz @renzoalexand @txtfrombrand Untuk fasilitas daur ulang kita masih sangat sedikit kesadaran masyarakat juga kurang akan hal ini. Satu-satunya jalan buat perusahaan ya pakai kemasan yg ramah lingkungan itupun kalo bener Niat bikin kampanye anti sampah plastik.","2025-05-31T04:28:21.039944Z"
"",1378,"1","2025-05-31T04:26:56.642287Z","Tue Feb 11 19:37:35 +0000 2025",2386,47.98,"Negative","Positive","Negative","Positive","@bocahkartoffel Di Indonesia juga udh ada yg namanya bank sampah kok. Cuma ya emg kesadaran diri masing2 aja yg kurang ka. Saya pelaku bisnis daur ulang sampah plastik kok. Kalo kesadaran dirinya tinggi sih enak gaperlu gaji pemulung utk keliling pasti udh ada yg nyetor kelapak. ","2025-05-31T04:26:56.642287Z"
"",1377,"1","2025-05-31T04:26:07.541848Z","Wed Jan 26 15:52:43 +0000 2022",2387,35.588,"Negative","Negative","Negative","Negative","Waduhh malah pada war simpel c. Jangan buang sampah sembarangan belajar cara daur ulang mengurangi penggunaan plastik pokoknya kita semua harus sama samaa BISAAA jangan apa apa pemerintah. Masyarakatnya aja yang masih kurang dan bebal dalam hal ini.","2025-05-31T04:26:07.541848Z"
"",1376,"1","2025-05-31T04:25:30.961151Z","Wed Feb 24 01:12:05 +0000 2021",2388,26.213,"Negative","Negative","Negative","Negative","Salah satu faktor penyebabnya adalah karena sistem daur ulang sampah plastik belum berjalan baik selain itu juga kesadaran masyarakat masih kurang untuk tidak membuang sampah sembarangan ","2025-05-31T04:25:30.961151Z"
"",1375,"1","2025-05-31T04:25:03.668377Z","Fri Aug 07 04:46:04 +0000 2020",2389,44.695,"Negative","Negative","Neutral","Negative","Tips &amp; Trik Menjaga Linkungan Menurut data Sustainable Waste Indonesia (SWI) tingkat daur ulang sampah plastik di Indonesia kurang dari 11% hanya sekitar 9-10%. Padahal Indonesia merupakan salah satu negara penghasil sampah plastik terbesar di dunia. Per hari nya ada ","2025-05-31T04:25:03.668377Z"
"",1374,"1","2025-05-31T04:24:15.130318Z","Mon Sep 06 03:56:13 +0000 2021",2390,11.905,"Negative","Neutral","Negative","Neutral","Daur ulang (yg di indo penerapannya masih kurang memadai) bukanlah jawaban utama pengurangan sampah plastik. Pengurangan penggunaan Plastik tatplah jawaban utama pengurangan sampah. Kalo terus di daur ulang ujung2nya ttp bakal dibuang2 juga @KompasTV #TolakGalonsekalipakai","2025-05-31T04:24:15.130318Z"
"",1373,"1","2025-05-31T04:24:02.580732Z","Mon Apr 01 16:21:56 +0000 2019",2391,14.979,"Negative","Negative","Negative","Negative","Berfikir ga sih sampah banyak berserakan terutama sampah plastik.. karna : 1. Tempat sampah sangat amat terbatas 2. Pemakaian sampah plastik atau non daur ulang masih banyak bgt 3. Budaya - ini bisa diubah dengan kesadaran dan aturan 4. Peraturan yg kurang ditegakkan.","2025-05-31T04:24:02.580732Z"
"",1372,"1","2025-05-31T04:23:46.929350Z","Mon Jul 24 15:33:18 +0000 2023",2392,10.198,"Negative","Negative","Negative","Negative","@sudiyah262 @piyopikavet justru tempat2 pengolahan sampah (plastik dan kertas) untuk daur ulang di indonesia kekurangan sampah untuk diolah hingga terpaksa impor sampah dari luar. yang kurang di kita itu manajemen sampah ga terbiasa misah2in sampah dr level rumahan","2025-05-31T04:23:46.929350Z"
"",1371,"1","2025-05-31T04:23:35.273610Z","Sun Aug 09 08:13:50 +0000 2020",2393,10.622,"Negative","Neutral","Negative","Neutral","Indonesia merupakan salah satu negara penghasil sampah plastik terbesar di dunia bahkan menempati urutan kedua yang terbanyak. Menurut data Sustainable Waste Indonesia (SWI) tingkat daur ulang sampah plastik di Indonesia kurang dari 11 - #KKMUNTIRTAJAWARA2020 #KKM146 #UNTIRTA ","2025-05-31T04:23:35.273610Z"
"",1370,"1","2025-05-31T04:22:22.126259Z","Tue Feb 22 14:57:37 +0000 2022",2397,18.55,"Neutral","Neutral","Negative","Positive","@mazzini_gsp Penemuan plastik tuh sebenernya buat menjaga lingkungan karena pada saat sebelum ditemukan plastik orang² bungkus sesuatu pake kertas yg bhan dasarnya kayu Penggunaan plastik g salah asal buang sampahnya aja bner dan daur ulang si utk skrg yg penting nah indo ini kurang soal itu","2025-05-31T04:22:22.126259Z"
"",1369,"1","2025-05-31T04:22:02.710346Z","Mon Aug 02 04:59:47 +0000 2021",2398,22.578,"Negative","Negative","Neutral","Negative","@flamehanie Padahal daur ulang selama masih layak pakai okay aja. Padahal kalau daur ulang bisa mengurangi sampak plastik kan barang sampai selamat itu yg utama. Yang protes barang sampai dg selamat tapi makai packing daur ulang kayaknya kurang edukasi cinta lingkungan","2025-05-31T04:22:02.710346Z"
"",1368,"1","2025-05-31T04:21:39.094585Z","Sat Nov 17 17:27:58 +0000 2018",2399,28.149,"Negative","Neutral","Negative","Neutral","Parahnya sebenernya ga efektifnya sistem daur ulang di Indonesia. Jangankan e-waste plastik aja masih kacrut. Terus kalo mau pake paper bag rata2 di sini masih blm pake yg murni daur ulang krn supplynya juga kurang buat bisnis.","2025-05-31T04:21:39.094585Z"
"",1367,"1","2025-05-31T04:21:10.014217Z","Wed Aug 05 09:15:02 +0000 2020",2400,15.529,"Negative","Positive","Negative","Positive","Pelarangan kantong plastik sekali pakai dianggap sebagai solusi yang kurang tepat oleh beberapa pihak karena dapat menurunkan omzet. FUREC berharap pemerintah fokus memperbaiki sistem pengolahan sampah mengedukasi masyarakat&amp;mewajibkan penggunaan bahan daur ulang/bahan LDU. ","2025-05-31T04:21:10.014217Z"
"",1365,"1","2025-05-31T04:18:07.322208Z","Mon Feb 03 08:15:30 +0000 2025",2401,9.859,"Neutral","Positive","Positive","Positive","@ixixi__1 @Outstandjing Hi! Thank you sudah mention kami Kami sudah cleanup kurang lebih 1 000 ton sampah dari Sungai Citarum loh.. dan sampah plastik tersebut kami recycle️️ jadi papan daur ulang dan bangku taman ","2025-05-31T04:18:07.322208Z"
"",1366,"1","2025-05-31T04:20:44.107075Z","Wed Jan 19 12:27:12 +0000 2022",2404,148.449,"Positive","Neutral","Negative","Neutral","Perusahaan ini berkomitmen untuk memperluas infrastruktur daur ulang di wilayah yang kurang atau tidak memiliki infrastruktur pengelolaan limbah plastik. ","2025-05-31T04:20:44.107075Z"
"",1364,"1","2025-05-31T04:17:46.828466Z","Sat May 11 09:14:22 +0000 2024",2405,19.985,"Neutral","Negative","Negative","Negative","@stravenues Saya lihat produsen kurang dilibatkan dalam pengelolaan sampah. Produsen sampah plastik (makanan/minuman kemasan sekali pakai) seharusnya ikut bertanggung jawab dalam menyediakan penampungan dan daur ulang limbah plastik.","2025-05-31T04:17:46.828466Z"
"",1363,"1","2025-05-31T04:17:25.710576Z","Mon Nov 18 17:14:22 +0000 2024",2406,13.302,"Neutral","Negative","Neutral","Negative","@tanyarlfes Buang buang limbah plastik aja padahal sampah yang paling susah di daur ulang itu plastik tapi malah ngelakuin hal yang kurang penting kayak gini. Padahal eceran banyak warung atau ngga yang 1/2 kg. Lagian beras juga ngga basi","2025-05-31T04:17:25.710576Z"
"",1362,"1","2025-05-31T04:17:11.840890Z","Sun Oct 13 05:54:27 +0000 2019",2407,23.506,"Neutral","Positive","Neutral","Positive","Salah satu program pemerintah dunia adalah mengurangi prosuksi baru plastik dan diantaranya adalah daur ulang produk plastik dalam berbagai bentuk baru seperti: kursi meja wajah dll. Hanya saja jika hasil instalasi plastik ke wajah kurang memuaskan mungkin via BPJS.","2025-05-31T04:17:11.840890Z"
"",1361,"1","2025-05-31T04:16:06.861872Z","Sun May 18 10:58:54 +0000 2025",2409,19.326,"Negative","Negative","Negative","Negative","@AleriaLafonte @hermawan_devina Produsen air mineral kemasan di Indonesia menghadapi kendala dalam mendaur ulang sampah plastik karena beberapa alasan. Pertama biaya daur ulang tinggi sedangkan plastik baru lebih murah. Kedua infrastruktur pengelolaan sampah kurang memadai terutama di daerah terpencil.","2025-05-31T04:16:06.861872Z"
"",1360,"1","2025-05-31T04:15:46.873600Z","Sun Jun 12 14:26:24 +0000 2022",2410,18.713,"Negative","Positive","Negative","Positive","@alfinpranata42 @ByanDalamBerita @siririsss @amwidyou saya juga diceritakan oleh pengepul kalau pasokan sampah untuk pabrik daur ulang ini masih kurang (iya kurang!) mereka sampai masih harus mengimpor sampah plastik untuk didaur ulang. kalau ditanya kenapa masih banyak sampah yang terbuang ke laut? maaf belum kapasitas-c","2025-05-31T04:15:46.873600Z"
"",1359,"1","2025-05-31T04:14:02.628355Z","Sat Oct 29 01:38:53 +0000 2022",2414,18.297,"Neutral","Positive","Negative","Negative","@notmegurls @mas_aro @bale_balebambu @txtdrpemerintah Klo botol plastik masih bisa di daur ulang klo galon kek gitu aku kurang tau. Aku jual di pendaur ulang web","2025-05-31T04:14:02.628355Z"
"",1358,"1","2025-05-31T04:13:35.942916Z","Mon Feb 24 03:58:15 +0000 2020",2415,19.971,"Negative","Neutral","Negative","Neutral","@SiswadiMargo @RadioElshinta SUSAH KALAU BANYAK PEMBURU RENTE (DLM HAL IMPORT )&amp; DIDUKUNG PEJABAT(KKN) SEPERTI SINYALEMEN BUNG RIZAL RAMLI... .....BUKTINYA PARA PEMULUNG(BANDARNYA) KURANG SEMANGAT KARENA PLASTIK DAUR ULANG TDK DIHARGAI ","2025-05-31T04:13:43.696798Z"
"",1357,"1","2025-05-31T04:13:09.872961Z","Tue Feb 25 07:00:53 +0000 2020",2418,136.303,"Negative","Negative","Neutral","Negative","Pembina Asosiasi Daur Ulang Plastik (Adupi) Willy Tandiyo mengatakan meskipun tingkat daur ulang plastik di dalam negeri masih di bawah 10% bahan baku lokal memiliki kualitas yang kurang baik.","2025-05-31T04:13:09.872961Z"
"",1356,"1","2025-05-31T04:10:52.840989Z","Mon Oct 18 15:22:40 +0000 2021",2419,9.705,"Negative","Negative","Neutral","Negative","Tercatat di data Sustainable Waste Indonesia (SWI) kurang dari 10% sampah plastik terdaur ulang dan lebih 50% tetap berakhir di tempat pembuangan akhir (TPA). Baru 60% persen tuh gatau 40% nya kemana . #lifeatunpar #kelasMIHI ","2025-05-31T04:10:52.840989Z"
"",1355,"1","2025-05-31T04:10:42.297212Z","Thu Nov 19 10:17:12 +0000 2020",2420,365.274,"Neutral","Negative","Negative","Negative","Kurang percaya si sm yg masalah di makanin jin atau ditempelin setan tp lebih ke kasian sama tukang angkut sampah atau pemulung. Kadang mereka tu kl ada plastik item dibuka buat cek isinya ada barang yg bisa di daur ulang apa ngga. Kl pas di buka isinya darah haid kan jahat :(","2025-05-31T04:10:42.297212Z"
"",1354,"1","2025-05-31T04:04:35.757610Z","Fri Jan 03 07:15:33 +0000 2020",2421,36.544,"Positive","Negative","Negative","Negative","@lucaxyzz @aagunawan @Reiza_Patters Iya tau boleh impor sampah alasannya bahan Baku sampah plastik di indonesia kurang Akhirnya justru bikin banyak masuk sampah2 yg tidak dpt di daur ulang Pasal baru ini nguntungin Indonesia ga sih? Ayo mending Rakyat diajarin memilah sampah sendiri? Sampah Kita banyak Kan?","2025-05-31T04:04:35.757610Z"
"",1353,"1","2025-05-31T04:03:58.426748Z","Fri Apr 29 10:07:44 +0000 2022",2422,10.918,"Neutral","Positive","Positive","Positive","@_lisdafebri @ohmybeautybank Engga ka kalo platform daur ulang kaya gini justru nanti sampah bekasnya bakal diancurin utk jd biji plastik yg kemudian dipake utk bikin barang2 plastik lain kaya botol gelas plastik dll. Kurang lebihnya kaya gini ka prosesnya *cmiiw","2025-05-31T04:03:58.426748Z"
"",1352,"1","2025-05-31T04:03:03.333385Z","Fri Dec 07 04:02:07 +0000 2018",2424,25.37,"Negative","Positive","Negative","Positive","@susipudjiastuti Memang betul ibu plastik sangat mengganggu di darat dan di sungai dan laut. Selagi pabrik nya masih ada sampah tak akan hilang. Solusinya adalah harus ada bentuk pengolahan sampah plastik contoh nya daur ulang sampah plastik. Tapi kalau plastik di kurang gemana dgn oplas ya ?","2025-05-31T04:03:03.333385Z"
"",1351,"1","2025-05-31T04:02:37.300898Z","Sat Feb 22 10:52:51 +0000 2020",2425,10.749,"Neutral","Positive","Negative","Positive","Sistem pengumpulan yang kurang baik menyebabkan botol plastik bekas terbuang ke lingkungan hingga mencemarinya. Sahabat ingin tahu seperti apa proses daur ulang botol plastik bekas di RBU Tangerang Selatan? Yuk simak foto-foto di atas ya!","2025-05-31T04:02:37.300898Z"
"",1350,"1","2025-05-31T04:02:23.234892Z","Thu Mar 02 08:06:15 +0000 2023",2426,9.58,"Neutral","Positive","Neutral","Positive","@WagimanDeep212_ Sudah ada kain Polyester daur ulang dari sampah botol plastik tapi kurang tau pabriknya di indo atau luar mbieb.","2025-05-31T04:02:23.234892Z"
"",1349,"1","2025-05-31T04:02:06.783967Z","Sat Feb 01 04:21:11 +0000 2025",2428,23.754,"Negative","Positive","Negative","Negative","@romiyooo Plastik yang nilainya bagus buat daur ulang itu PET (yang biasa buat AMDK) sisanya kurang. Belum lagi kalo isinya kebanyakan styrofoam. Sungai Design bikin kursi dari kresek hasil cleanup di kali bisa tapi cost dan harga jualnya jadi mahal buanget","2025-05-31T04:02:06.783967Z"
"",1348,"1","2025-05-31T04:01:42.048250Z","Tue May 29 04:41:55 +0000 2018",2429,182.564,"Negative","Negative","Neutral","Negative","Di uni eropa alat makan minum sekali pakai dar plastik dilarang di indonesia malah di daur ulang...pemerintah kurang peduli","2025-05-31T04:01:42.048250Z"
"",1347,"1","2025-05-31T03:58:35.958032Z","Tue Sep 07 02:36:45 +0000 2021",2430,21.712,"Negative","Neutral","Negative","Positive","@jekanmezien_ Kurang edukasi &amp; kebanyakan mau praktis sih. Padahal beberapa bisa daur ulang seperti minyak bisa jadikan sabun untuk cuci piring. Sampah dari produk kecantikan/skincare bisa di bersihkan lalu jadikan kerajinan. Sekarang kan apa2 dibungkus plastik meski udah dikurangi akhir2 ini","2025-05-31T03:58:38.797335Z"
"",1346,"1","2025-05-31T03:58:16.056076Z","Wed Apr 07 08:45:18 +0000 2021",2431,14.508,"Negative","Neutral","Neutral","Positive","@VICE_ID Bagus si konsepnya cuma kalo diturunkan kepasaran kurang ngena. Ya emang bagusnya daur ulang jadi kantong belanja ato macem perabot yang bisa diaplikasiin plastik bungkus ini.","2025-05-31T03:58:16.056076Z"
"",1345,"1","2025-05-31T03:56:36.392786Z","Wed Feb 19 08:48:58 +0000 2020",2433,8.996,"Negative","Neutral","Negative","Neutral","Capek liat mentri kehabisan akal. semua di pajak.. Sekarang hrus di balik apakah pajak trsebut dapat mengurangi sampah dgn daur ulang apakah dgn pajak itu dibangun pabrik daur ulang klo enggak ngapain kena cukai berlebih. PPN per produk kurang ? ","2025-05-31T03:56:36.392786Z"
"",1344,"1","2025-05-31T03:49:24.950546Z","Fri Sep 03 11:09:50 +0000 2021",2437,528.385,"Negative","Negative","Neutral","Negative","@sendyarn93 Lah padahal sekarang kan ada plastik makan dan minuman daur ulang yang seminggu bisa ancur sendiri kurang kreatif tempat makannya.... bilangnya go green tapi gatau inovasi wadah yang ramah lingkungan","2025-05-31T03:49:24.950546Z"
"",1343,"1","2025-05-31T03:40:35.511278Z","Mon Apr 22 15:27:49 +0000 2024",2438,13.937,"Negative","Neutral","Negative","Neutral","@hanroomi pernah baca sekilas kurang yakin tepat atau engga. daur ulang sampaah itu dari segi pelaksanaan lebih ribet ketimbang buat baru murni dari biji plastik apalagi prosesnya lebih lama (pemilahan sterilisasi peleburan lagi dll) dan biayanya lebih gede","2025-05-31T03:40:35.511278Z"
"",1342,"1","2025-05-31T03:38:55.785527Z","Tue Feb 21 16:33:47 +0000 2023",2440,74.192,"Neutral","Negative","Negative","Negative","@twitkuaing @Aryprasetyo85 @KementerianLHK @MandaNizami @FirzaHusainID @DS_yantie @miicies @Dwi_Ekaputri Produsen yg ngeyel soal kemasan plastik ukuran kecil juga kan kurang di minati industri daur ulang","2025-05-31T03:38:55.785527Z"
"",1341,"1","2025-05-31T03:37:40.188624Z","Sun Jan 16 10:34:45 +0000 2022",2441,171.565,"Positive","Neutral","Neutral","Neutral","CCOF Perluas Inovasi Daur Ulang Limbah Plastik di Luar Pulau Jawa: Perusahaan ini berkomitmen untuk memperluas infrastruktur daur ulang di Indonesia terutama di wilayah yang kurang memiliki infrastruktur pengelolaan limbah plastik. #Aksi ","2025-05-31T03:37:40.188624Z"
"",1487,"1","2025-05-31T11:08:42.318873Z","Tue Jul 04 23:32:14 +0000 2023",2442,15.958,"Positive","Positive","Neutral","Positive","Jang Dongmin ternyata pebisnis kaya raya. Dia punya 100 warnet (PC Bang) Perusahan jasa bersih bersih rumah Perusahaan daur ulang botol plastik Pas kecil dia jarang banget liat kedua ortunya. Yg kerja keras dari senin sampe senin lagi. Pergi masih gelap pulang dah gelap. ","2025-05-31T11:08:42.318873Z"
"",1486,"1","2025-05-31T11:08:23.934240Z","Sun May 04 00:37:08 +0000 2025",2443,10.364,"Neutral","Negative","Negative","Negative","️ KENAPA MASIH BANYAK SAMPAH PLASTIK DISEKITAR KITA PADAHAL KATANYA BISA DI DAUR ULANG ️ Kalo kalian tanya kenapa sih masih banyak sampah plastik disekitar kita padahal plastik bisa di daur ulang Ternyata tidak semudah itu fergusoo.. plastik punya 7 jenis yang berbeda ","2025-05-31T11:08:23.934240Z"
"",1485,"1","2025-05-31T11:08:12.634359Z","Thu Sep 22 10:30:58 +0000 2022",2444,16.594,"Neutral","Neutral","Neutral","Neutral","Kemasan galon yang masih menggunakan polikarbonat memiliki kode daur ulang plastik RIC dengan nomor 7. #InfoTempo #BPAFree ","2025-05-31T11:08:12.634359Z"
"",1484,"1","2025-05-31T11:07:54.617757Z","Thu Jun 08 09:46:53 +0000 2023",2445,21.898,"Negative","Negative","Negative","Negative","Di RI daur ulang sampah plastik masih jd pekerjaan besar studi yg dilakukan Pascasarjana UI bilang Pulau Jawa aja hasilkan 189 349 ton sampah plastik/bulan 11.83% diantaranya dikumpulkan pelaku daur ulang upstream (pengumpul) Yg 88.17% langsung menuju TPA ato menjadi sampah. ","2025-05-31T11:07:54.617757Z"
"",1483,"1","2025-05-31T11:07:31.566112Z","Fri Nov 01 07:18:24 +0000 2024",2446,13.133,"Negative","Neutral","Negative","Negative","Di USA penggunaan PBDE ini sudah dilarang tetapi senyawa ini masih banyak ditemukan di pasaran. Alasannya? Karena masih banyak plastik bekas yg beredar dan proses daur ulang plastik umumnya ga diregulasi dengan ketat. Saya cukup yakin di Indonesia pun masih banyak!! ","2025-05-31T11:07:31.566112Z"
"",1482,"1","2025-05-31T11:07:17.777168Z","Mon Oct 28 06:02:07 +0000 2019",2447,9.336,"Neutral","Positive","Positive","Positive","@tubirfess fyi buat kalian yg masih suka beli sesuatu pake gelas plastik mungkin gelasnya bisa dicuci bersih dan kalian kumpulin dan bisa dikirim ke  mereka bisa bantu kalian buat daur ulang sampah plastik kok (dan juga sampah lainnya yg masih bisa didaur ulang)","2025-05-31T11:07:17.777168Z"
"",1481,"1","2025-05-31T11:07:04.614829Z","Tue Jun 25 11:06:24 +0000 2024",2448,20.336,"Neutral","Neutral","Negative","Neutral","Walaupun sekarang rasanya orang udah pada tau dan paham tapi masih banyak yg belum menerapkan budaya pilah dan pilih sampah. Mana sampah organik yg bisa terurai dan mana sampah plastik yg bisa di daur ulang. Yg paling gampang misalnya botol plastik. Jujur gw juga masih sering ","2025-05-31T11:07:07.761468Z"
"",1480,"1","2025-05-31T11:06:40.682818Z","Thu Dec 05 23:37:03 +0000 2019",2449,20.119,"Negative","Neutral","Negative","Neutral","Tantangan kita: Daur Ulang Plastik masih Minim @hariankompas ","2025-05-31T11:06:46.445574Z"
"",1479,"1","2025-05-31T11:06:15.238642Z","Wed Aug 02 05:00:24 +0000 2023",2452,10.928,"Negative","Negative","Negative","Negative"," Penelitian baru menemukan bahwa fasilitas daur ulang plastik masih melepaskan miliaran partikel plastik kecil ke dalam air limbah yang kemudian berkontribusi pada pencemaran saluran air dan membahayakan kesehatan manusia. ","2025-05-31T11:06:15.238642Z"
"",1478,"1","2025-05-31T11:06:03.700447Z","Sat Mar 19 09:41:09 +0000 2022",2453,71.124,"Positive","Positive","Negative","Positive","Bagi pengusaha daur ulang plastik seperti saya kemasan2 plastik sekali pakai bernilai tinggi adalah material daur ulang bahan baku produksi dipabrik semakin banyak material daur ulang akan semakin baik karena industri plastik dinegara kita masih sangat kekurangan bahan baku. ","2025-05-31T11:06:03.700447Z"
"",1477,"1","2025-05-31T11:04:51.176425Z","Thu Nov 09 05:03:51 +0000 2023",2454,20.185,"Negative","Negative","Negative","Negative","Langkah yang bisa ditempuh untuk mencegah senyawa beracun menyebar di lingkungan adalah dengan prosedur daur ulang yang baik Sayangnya pusat daur ulang masih kesulitan memisahkan lapisan plastik dari paper cup Di Britania Raya saja hanya 4 dari 100 paper cup yang benar-benar ","2025-05-31T11:04:51.176425Z"
"",1476,"1","2025-05-31T11:04:30.191368Z","Sun Sep 08 06:00:39 +0000 2019",2455,9.057,"Negative","Negative","Negative","Negative","Daur Ulang Sampah Plastik Masih di Bawah 10 Persen  ","2025-05-31T11:04:30.191368Z"
"",1475,"1","2025-05-31T11:04:20.319166Z","Mon Jan 23 01:56:04 +0000 2023",2456,12.25,"Negative","Negative","Negative","Negative","tapi aneh banget ya? Bahan Baku Sampah Plastik PET yang Masih Kurang di Indonesia padahal di sungai di mana-mana sampah plastik bertumpuk kok gagal di daur ulang? ","2025-05-31T11:04:20.319166Z"
"",1474,"1","2025-05-31T11:04:07.203188Z","Wed Jul 29 14:30:02 +0000 2020",2457,16.327,"Negative","Positive","Negative","Positive","#TopNewsMetroTV Pemerintah memiliki perhatian terhadap pengolahan sampah plastik dengan berupaya terus mendorong industri daur ulang plastik nasional. Pemerintah optimis bahwa daur ulang sampah plastik masih bisa dikembangkan. Namun apakah daur ulang sampah plastik menguntungkan? ","2025-05-31T11:04:07.203188Z"
"",1473,"1","2025-05-31T11:03:50.174786Z","Thu Jan 13 09:00:01 +0000 2022",2458,43.719,"Negative","Positive","Positive","Positive","Limbah plastik dari rumah tangga dan medis seperti botol infus dan mainan anak didaur ulang di kawasan Depok Jawa Barat. Sayangnya pendapatan dari usaha daur ulang limbah plastik ini masih tak menentu.  #CNNIndonesia ","2025-05-31T11:03:50.174786Z"
"",1472,"1","2025-05-31T11:02:55.525653Z","Tue Aug 04 12:02:45 +0000 2020",2460,15.84,"Negative","Negative","Neutral","Negative","Walaupun sampah jenis ini bisa di daur ulang tentu sudah menjadi rahasia umum bahwa daur ulang sampah plastik masih menjadi perhatian bagi negara kita. ","2025-05-31T11:02:55.525653Z"
"",1471,"1","2025-05-31T11:02:30.723872Z","Tue Feb 13 02:35:28 +0000 2024",2461,25.618,"Neutral","Neutral","Negative","Negative","Memasuki masa tenang pemilu 2024 pengelolaan sampah Alat Peraga Kampanye (APK) dibeberapa daerah belum di daur ulang dan berakhir menjadi sampah. Pengkampanye Urban Greenpeace Indonesia Atha Rasyadi mengatakan baliho yang digunakan masih berbahan plastik PVC atau vinyl yang ","2025-05-31T11:02:30.723872Z"
"",1470,"1","2025-05-31T11:02:04.339431Z","Sat Feb 12 06:12:21 +0000 2022",2462,18.204,"Neutral","Positive","Positive","Positive","Buat kerajinan dari daur ulang botol plastik yuk wargi! . Botol plastik bekas menjadi salah satu limbah yang sulit terurai lho tetapi masih sering dianggap tidak berguna . @ridwankamil @dlhjabar @SatgasCitarum ","2025-05-31T11:02:04.339431Z"
"",1469,"1","2025-05-31T11:01:45.437728Z","Sun Mar 26 09:46:24 +0000 2023",2463,102.368,"Negative","Negative","Negative","Negative","Loh tapi kan galon sekali pakai bisa didaur ulang? Faktanya gak demikian daur ulang sampah plastik di Indonesia baru menyentuh 12%. Masih sedikit recycle rate. Nih simak penjelasannya ","2025-05-31T11:01:45.437728Z"
"",1468,"1","2025-05-31T11:00:00.675683Z","Sun May 11 07:26:36 +0000 2025",2464,9.974,"Negative","Negative","Negative","Negative"," SAMPAH: HARTA ATAU BENCANA? Kita tahu sampah bisa jadi emas dari daur ulang jadi barang baru hingga energi terbarukan! Tapi kenapa kita masih seenaknya buang sampah sembarangan? Jalanan penuh plastik sungai tersumbat laut menjerit! Apa kita cuma pandai omong tapi nol ","2025-05-31T11:00:00.675683Z"
