,Unnamed: 0,Unnamed: 1,annotation_id,annotator,created_at,id,lead_time,sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text,updated_at
354,,,1922,1,2025-06-04T13:53:13.035429Z,3089,186.537,Positive,Negative,Positive,Negative,"Dijual : 1 unit Mesin Daur Ulang ( Cina ), awal beli 300 jt, Dijual Murah 50 Jt (Nego), semua kondisi masih OK-Siap kerja (Posisi di Pontianak ) (Tanpa perantara) Dijual Karena Usaha Tutup.
Ongkos Pengiriman Via Cargo/Ekspedisi ditanggung pembeli. 
Cp : 081389229998 (WA)",2025-06-04T13:53:13.035429Z
355,,,1921,1,2025-06-04T13:50:05.594480Z,3090,106.98,Neutral,Positive,Positive,Positive,"Masih di jalur daur ulang plastik...
Monggo yang punya plastik bekas toko/pabrik/konveksi bisa ditawarkan harga tergantung kondisi dan jenis plastik antara 1000-5000/kg..",2025-06-04T13:50:05.594480Z
356,,,1920,1,2025-06-04T13:48:17.684701Z,3091,16.168,Negative,Neutral,Negative,Neutral,"masih butuh 2 orang untuk kerja di rosok/ daur ulang plastik, 
kerjaan bongkar muat, pilah jenis dan warna, dll lokasi sekitaran Wedomartani Sleman,,

info lebih lanjut WA 089528473434",2025-06-04T13:48:17.684701Z
357,,,1919,1,2025-06-04T13:48:00.659537Z,3092,23.555,Neutral,Negative,Neutral,Negative,"Makaasihhhhhh cintaaahhhh😘😘😘

Almari merk club 👍👍👍
Tebaall,,,,bukan plastik daur ulang 🫰🫰
Masih adaaa 2 dirmh yessss
Harga g sampaiii 200reboooooo 💃💃

Hari ini BUKAAA FULL sehariiiiiiian🥰🥰😘😘",2025-06-04T13:48:00.659537Z
358,,,1918,1,2025-06-04T13:47:36.232935Z,3093,7.972,Positive,Positive,Positive,Positive,"Shodaqoh Sampah
Tempat ini di buat khusus sampah botol plastik 
Dan sampah botol plastik masih berguna untuk di daur ulang 
Selain mengurangi sampah plastik juga dapat menghasilkan karena masih bernilai ekonomis

Semoga menginspirasi sahabat FB",2025-06-04T13:47:36.232935Z
359,,,1917,1,2025-06-04T13:47:27.371822Z,3094,286.065,Neutral,Positive,Negative,Positive,"Jika sampah plastik masih bisa didaur ulang, mengapa harus dibuang sembarangan. Perlu daya imajinasi dan kreatifitas tinggi untuk bisa mengolah sampah plastik menjadi barang yang berguna.

Meja dan kursi hasil olahan daur ulang sampah plastik yang dikombinasikan dengan rangka besi ini sangat elegan bagi anda yang memiliki gaya hidup yang berkelanjutan atau sustainable living.

Apa itu sustainable living adalah cara hidup yang bertujuan untuk meminimalkan dampak negatif terhadap lingkungan untuk meningkatkan kesejahteraan manusia pada saat ini maupun generasi mendatang.

Berminat dengan meja elegan ini, silahkan tanya-tanya dan saya siap berikan informasi seputaran produk-produk yang mendukung gaya hidup yang sustainable.",2025-06-04T13:47:27.371822Z
360,,,1916,1,2025-06-04T13:42:40.322786Z,3095,7.333,Positive,Neutral,Positive,Neutral,"Pabrik Daur Ulang Plastik di Samarinda

Samarinda - Sampah plastik masih menjadi masalah di berbagai daerah, tak terkecuali di Samarinda, Kaltim. Hadirnya pabrik daur ulang ini diharapkan mampu memberi solusi.",2025-06-04T13:42:40.323786Z
361,,,1915,1,2025-06-04T13:42:32.137595Z,3096,10.054,Neutral,Positive,Positive,Positive,"Ini konsep daur ulang yang sebenarnya. Tujuan utamanya adalah mengurangi sampah, bukan bikin sampah baru. Afwan. Semoga panitia tidak ketinggalan juknis untuk penilaian.",2025-06-04T13:42:32.137595Z
362,,,1914,1,2025-06-04T13:42:21.301206Z,3097,25.885,Negative,Negative,Negative,Negative,"Ketua Umum Asosiasi Daur Ulang Plastik Indonesia (Adupi) Christine Halim tampil sebagai salah seorang pembicara pada webinar “Tantangan dan Peluang Bisnis Daur Ulang Plastik di Indonesia pada Masa Pandemi, Jumat sore, 26 Juni 2020 yang digelar oleh Krista, Adupi dan IPF (Indonesia Packaging Federasi). 

Christine menyatakan, melihat volume timbulan sampah di Indonesia yang mencapai 67 juta ton pada 2019, dimana 15 persen diantaranya adalah sampah plastik, saatnya kita berkolaborasi menyelesaikan persoalan sampah plastik untuk mengembalikan plastik pada circular economy sekaligus meningkatkan recycling rate yang saat ini masih dibawah 10 persen. Kebijakan yang menghambat iklim pertumbuhan daur ulang diminta untuk dikaji ulang.

#wastemanagement
#circulareconomy
#indonesiagogreen",2025-06-04T13:42:21.301206Z
363,,,1913,1,2025-06-04T13:41:53.331599Z,3098,9.275,Neutral,Negative,Negative,Negative,"Saya usaha di bidang limbah masih butuh bnyak plastik bekas untuk daur ulang 
Botol pet 
Pet vakum
Plastik PE,hd,PP daun
Hd tutup botol 
Semical 
Dll 
Mungkin ada yg bisa suplay bisa kerjasama lokasi Cikarang barat kab.bekaai",2025-06-04T13:41:53.331599Z
364,,,1912,1,2025-06-04T13:41:34.072532Z,3101,184.245,Neutral,Positive,Positive,Positive,"Karya lama saat masih belajar sama (alm. kak efarin enicilin )
Semoga amal ibadahny di terima allah SWT dan diampukan segala dosa²ny.. Aamiin... 
 

Daur ulang botol plastik ..
Semoga menginspirasi..",2025-06-04T13:41:34.072532Z
365,,,1911,1,2025-06-04T13:38:28.768824Z,3102,43.786,Positive,Positive,Positive,Positive,"Polusi sampah plastik masih menjadi ancaman yang mengintai.
Oleh karena itu, daur ulang sampah plastik menjadi salah satu upaya untuk mengurangi sampah plastik.

Yuk #wargajatim bersama-sama merawat bumi, kalau bukan kita siapa lagi?

Selamat Memperingati Hari Peduli Sampah Nasional 2024
“Atasi Sampah Plastik dengan Cara Produktif”

@jatimpemprov @adhykaryononew @humasprovjatim @kominfojatim 

#Jatimpemprov  #OptimisJatimBangkit  #JawaTimur  #Jatim  
#HariPeduliSampahNasional",2025-06-04T13:38:28.768824Z
366,,,1910,1,2025-06-04T13:37:44.216269Z,3104,14.973,Neutral,Neutral,Positive,Positive,"Masih edisi karnaval yah anak SD memakai kostum dari kantongan plastik yg di daur ulang menjadi baju seragam karnaval @sorotan 
#fyp 
#fbpro
#reels 
#semuaorang 
#monetisasi",2025-06-04T13:37:44.216269Z
367,,,1909,1,2025-06-04T13:37:15.250728Z,3105,5.432,Negative,Negative,Negative,Negative,"Sampah plastik ini masih bisa di daur ulang bestie
Asalkan mau ngumpulinya",2025-06-04T13:37:15.250728Z
368,,,1907,1,2025-06-04T13:36:58.440383Z,3107,10.416,Neutral,Neutral,Positive,Positive,"Masih di cari dan siap tampung sebanyak banyaknya limbah plastik PVC rijek pabrik seperti di foto. Yg punya silahkan merapat. Minimal 1ton dan harga cocok siap jemput. Terima kasih 🙏

0895321001134",2025-06-04T13:36:58.440383Z
369,,,1908,1,2025-06-04T13:37:06.509292Z,3108,7.187,Neutral,Neutral,Positive,Positive,"Masih tetap di daur ulang sampah plastik
#kirya tas, dompet dan kotak pensil
#mero recycle",2025-06-04T13:37:06.509292Z
370,,,1906,1,2025-06-04T13:36:29.479560Z,3110,78.445,Positive,Positive,Positive,Positive,"Daur Ulang Sampah, Berkah Melimpah

Indonesia masih terus menangani masalah penumpukan sampah khususnya sampah plastik dengan berbagai upaya. Salah satunya adalah dengan melakukan daur ulang sampah.
.
.
Daur Ulang sampah merupakan kegiatan mengolah kembali sampah atau produk habis pakai menjadi produk baru yang dapat dimanfaatkan kembali. 
.
.
Manfaat dari daur ulang mampu membantu mengurangi jumlah sampah masuk ke TPA dan memaksimalkan material hingga masa pakainya habis.
.
.
Banyak sampah di lingkungan yang bisa di daur ulang kembali menjadi suatu barang yang lebih berharga, seperti plastik, kaca, logam, kaleng, kertas, minyak jelantah dan sebagainya.
.
.
Namun daur ulang bisa sukses dilakukan apabila sampah-sampah tersebut dalam keadaan baik. 
.
.
Oleh karena itu, pemilahan sampah berdasarkan jenisnya menjadi hal yang bisa dilakukan untuk menjaga nilai material sampah berada pada kondisi yang baik.
.
.
Yuk memilah sampah mulai dari sekarang!

Kreasikan karyamu dengan memanfaatkan sampah untuk di daur ulang!

©️ Pengawasan Pengendalian dan Pengelolaan Lingkungan Hidup.

#WeLoveCities #WeLoveProbolinggo #KotaProbolinggo #PemkotProbolinggo",2025-06-04T13:36:29.479560Z
371,,,1905,1,2025-06-04T13:35:10.382244Z,3111,115.284,Negative,Positive,Neutral,Positive,"Seru-seruan di ruang daur ulang. Realistiskan saja. Selama produsen plastik masih gagal dihancurkan, maka daur ulang plastik akan tetap ada. 

#daurulang #rumahplastik #wastemanagement #buleleng #bali",2025-06-04T13:35:10.382244Z
372,,,1904,1,2025-06-04T13:32:42.832183Z,3115,10.254,Neutral,Positive,Neutral,Positive,"Seorang teman bertanya, ""bagaimana cerita daur ulang plastik yg dibuat Burung Indonesia dengan Pemda Pohuwato itu? ""

Jawabku, ""masih jalan dan ini sudah tahun ke-5"".",2025-06-04T13:32:42.832183Z
373,,,1903,1,2025-06-04T13:32:31.613496Z,3116,14.063,Neutral,Negative,Neutral,Negative,"PENTING👇
INFORMASI ULANG YA GAES... penukaran wadah plastik adalah wadah plastik daur ulang/wadah plastik murahan yg beli d pasar/wadah plastik non BPA yang masih di pakai   di rumah yg di tukar kan di acara tgl 21 DI ISLAMIC nanti AKAN D TUKAR TAMBAH dengan wadah moorlife yg lebih sehat dan bergaransi 👌
😚👉Ingat ya...wadah plastik apa saja yg masih di pakai d rumah 👈

CC @sorotan @pengikut",2025-06-04T13:32:31.613496Z
374,,,1902,1,2025-06-04T13:31:57.001843Z,3118,9.644,Neutral,Neutral,Positive,Positive,"Kreasi ke 2 wadah tisu dari daur ulang plastik sabun cair,,,baru pemula jadi masih acak""n gambar nya🤭🙏
Mengisi waktu akhir pekan,,,,,,,lamanya ngumpulin plastik nya karna bekas sendiri aja",2025-06-04T13:31:57.001843Z
375,,,1901,1,2025-06-04T13:31:19.120205Z,3119,13.691,Neutral,Neutral,Positive,Positive,"Assalamualaikum
Warnanya cantik bun sayang kalo dibuang 😁 masih dari plastik daur ulang bekas bungkus pakan kucing",2025-06-04T13:31:19.120205Z
376,,,1900,1,2025-06-04T13:31:04.490437Z,3120,15.19,Positive,Negative,Positive,Negative,"PABRIK DAUR ULANG PLASTIK
PT. PRADHA KARYA PERKASA
.
BUDAYAKAN MEMBACA!
Informasi lebih lanjut mengenai perusahaan / cara lamar / kualifikasi dapat klik link pada bio dan story Lokerpasinfo

Bagi Anda yang masih bingung cara apply lamaran. Anda dapat lihat Sorotan / Highlight ""Tutorial"" ( lihat profile kami )

Pertanyaan umum mengenai diatas tidak akan kami jawab melalu kolom komentar maupun Direct message

Ikuti terus @lokerpasinfo untuk mendapatkan update lowongan kerja PT Jawa Timur

Open Paid Promote silahkan klik link di bio kami

#lokersidoarjo #infolokersidoarjo #lokersidoarjoterbaru #lokerpasuruan #infolokerpasuruan #lokerpasuruanterbaru #lokermojokerto #infolokermojokerto #lokermojokertoterbaru #lokersurabaya #infolokersurabaya #lokersurabayaterbaru #lokermalang #infolokermalang #lokermalangterbaru #lokerjombangterbaru #eventjepang #lokerjombang #wibuindonesia #mojokerto #mojokertohits #cosplayerindonesia #mojokertokekinian #lokergresik #infolokergresik #lokergresikterbaru #lokerjatim #lokerjawatimur",2025-06-04T13:31:04.490437Z
377,,,1899,1,2025-06-04T13:29:32.250036Z,3123,39.263,Neutral,Neutral,Neutral,Positive,"Masih tntang karnaval kmarn..

Alhamdulillah,baju daur ulang dr plastik..
1 hri krj pu hasil😍🤩 

RA BUONO",2025-06-04T13:29:32.250036Z
378,,,1898,1,2025-06-04T13:25:58.409694Z,3124,78.658,Negative,Negative,Negative,Negative,"Di sisi lain, tingkat daur ulang sampah plastik terhadap jumlah timbulan sampah plastik masih sangat rendah maka sampah plastik dapat menjadi persoalan besar bagi perlindungan dan pelestarian lingkungan hidup.

Masalah sampah lebih dari sekedar masalah teknis yang merupakan menjadi cerminan perilaku masyarakat terhadap lingkungan.

Perubahan dalam pengelolaan sampah harus dimulai dari kebiasaan sehari-hari yang jika dilakukan secara konsisten akan memberikan dampak yang besar untuk lingkungan.

Maka cara efektif lainnya dalam pengelolaan sampah plastik. yaitu dengan menjalankan Bisnis Daur Ulang Plastik.
Untuk informasi lebih lanjut, kalian dapat mengunjungi website kami di  atau dengan menghubungi 085174283883/085174293883 ya!
#bisnis #daurulang #sampahplastik #pojokplastik #indonesia",2025-06-04T13:25:58.409694Z
379,,,1897,1,2025-06-04T13:24:37.596187Z,3125,6.066,Neutral,Neutral,Positive,Positive,"Masih dari daur ulang kardus dan plastik kresek
#diy
#kerajinantangan
#hiasanbunga",2025-06-04T13:24:37.596187Z
380,,,1896,1,2025-06-04T13:24:30.842383Z,3126,6.329,Neutral,Neutral,Positive,Positive,"Kap lampu dari bahan daur ulang plastik, berkarya dengan bahan yang ada dirumah...
Masih dalam proses

#recycledplastic #youaremysunshine #recycledart",2025-06-04T13:24:30.842383Z
381,,,1895,1,2025-06-04T13:24:21.024451Z,3127,137.898,Positive,Neutral,Neutral,Positive,"Masih dalam suasana memperingati HUT Kemerdekaan RI Ke-79. Ratusan anak TK se-Desa Yosomulyo berjalan kaki sepanjang 2,5 Km dengan menggunakan pakaian kreatif yang terbuat dari daur ulang plastik dan ala pakaian kreasi lainnya. 

Dalam acara jalan sehat kreatif tersebut diberangkatkan oleh Kepala Desa Yosomulyo, Drs.Joko Utomo Purniawan, M.Pd, Start Yos Kafe ke timur Krajan dan Finish Perempatan Sidotentrem. Sabtu, 31/8/2024.

Kades Joko mengapresiasi kegiatan ini cukup inovasi, kreatif dan penuh kebersamaan Ibu dan anak. ""Dengan motto Desaku Beda Tapi Mesra, Yosomulyo Powerfull. Bersama kita kuat dan mampu memajukan Desa Yosomulyo menjadi lebih baik,” tutur kades.",2025-06-04T13:24:21.024451Z
382,,,1894,1,2025-06-04T13:22:02.386331Z,3128,7.911,Positive,Positive,Positive,Positive,"Mau punya bisnis daur ulang plastik, atau masih bingung pemasarannya? Kami bantu mulai dari pembuatan mesin sampai pemasaran hasil produksinya. 
Menyediakan pembuatan/perbaikan mesin daur ulang plastik :
- Mesin Crusher / Gilingan
- Mesin Extruder / Peletan
- Mesin Tali Rafia
- Mesin Straw / Sedotan

Tlp : 08123113641
Wa : 081333111558

#bengkelbubut
#daurulang 
#daurulangplastik 
#mesindaurulangplastik 
#mesingilingplastik 
#mesinpeletplastik 
#mesintalirafia 
#mesinsedotan",2025-06-04T13:22:02.386331Z
383,,,1893,1,2025-06-04T13:21:53.689516Z,3129,10.598,Negative,Positive,Positive,Positive,"Dijual Pabrik pengolahan biji plastik daur ulang di mojosongo-solo jawa tengah
Luas tanah : +_ 1200 m2
Luas bangunan : +_ 900m2
Listrik : 164 kva
Ada rumah tinggal 4 kamar
Dijual beserta mesin2 produksinya
Kondisi pabrik masih beroprasi

Harga : 4.5 M - Nego
WA : 081328362933
Langsung pemilik",2025-06-04T13:21:53.689516Z
384,,,1892,1,2025-06-04T13:21:42.364485Z,3130,74.307,Neutral,Positive,Positive,Positive,"Masih satu tahap lagi, besok kita lanjutkan! 
Pemanfaatan limbah plastik dalam mengimplementasikan gaya hidup minim sampah. 
Yuk, daur ulang sampah plastikmu menjadi barang berguna, agar tidak mencemari lingkungan. 
#Ecobrick
#",2025-06-04T13:21:42.364485Z
385,,,1891,1,2025-06-04T13:20:27.021923Z,3131,32.716,Neutral,Positive,Positive,Positive,"Dibutuhkan !! 

PET VACUM BN dan BM
Bekuan PET Putih dan BM
Gilingan pet botol BN dan BM

Masih bahan / sudah giling gpp diupayakan tidak ada lebel kertas & plastik / material selain PET. Telp/whatsapp 081335404398",2025-06-04T13:20:27.021923Z
386,,,1890,1,2025-06-04T13:19:53.569413Z,3132,5.172,Neutral,Positive,Positive,Positive,Masih edisi menyambut Kemerdekaan RI membuat busana ala Papua dr bahan daur ulang bungkus nasi dan plastik. Merdeka 💪🇮🇩🇮🇩🇮🇩,2025-06-04T13:19:53.569413Z
387,,,1889,1,2025-06-04T13:19:47.613862Z,3133,8.934,Neutral,Positive,Positive,Positive,Masih Biasa proses daur ulang plastik limbah kawan #pengikut,2025-06-04T13:19:47.613862Z
388,,,1888,1,2025-06-04T13:19:36.791395Z,3134,59.432,Neutral,Positive,Positive,Positive,Dicari plastik Pp hd atau pe yang masih roll rollan tidak terpakai. Saya belinya per kg dan untuk daur ulang plastik. Kalo punya dan dijual silahkan WA 082138959798. Lokasi solo dan yogya atau mana aja. Makasih,2025-06-04T13:19:36.791395Z
389,,,1887,1,2025-06-04T13:17:28.327433Z,3135,24.009,Neutral,Positive,Positive,Positive,"Akhirnya Gajian lagi, 

Ayo kumpulkan sampah plastik kita yang masih bisa di daur ulang teman teman , daripada kita bunang begitu saja , mencemari lingkungan. 
Mending kita tukar dengan uang.
Walau tak seberapa, tapi setidaknya kita cintai lingkungan kita mulai dari diri kita sendiri . 
#reelsfyp #fyp #cintailingkungan #sampah",2025-06-04T13:17:28.327433Z
390,,,1886,1,2025-06-04T13:16:38.821168Z,3139,26.367,Neutral,Positive,Neutral,Positive,"Barbienya blm disentuh MUA 🥰
Masih ori ya guys...🫰💕🙏
#baju daur ulang bahan plastik
#fyp#kreatifitas Anya Annyeong
SEMUA ORANG Semua VIRAL",2025-06-04T13:16:38.821168Z
391,,,1885,1,2025-06-04T13:16:07.023681Z,3140,91.438,Negative,Negative,Negative,Negative,"#Masih menjajaki#
Kami dari Kalimantan Timur, Kab. Penajam Paser Utara masih mau menjajaki atau mencoba usaha daur ulang sampah khususnya plastik.
Di tempat saya belajar di Balikpapan salah satu pengusaha daur ulang pelastik mengatakan bahwa plastik Kerasan atau yang tenggelam tidak punya harga dan akhirnya ditumpukan.
Kalau di jual ke Jawa tidak ada untungnya karena masalah ongkos pengiriman memakai fuso sebesar Rp 15 jt. 
Mohon bantuan dan bimbingan ke pada kami buat keluarga besar di grup agar kami tidak rugi dalam melakukan pengelolaan sampah plastik. Terima kasih",2025-06-04T13:16:07.023681Z
392,,,1884,1,2025-06-04T13:14:01.524182Z,3143,34.961,Negative,Neutral,Negative,Neutral,"Pabrik daur ulang plastik CV ND Plasindo di Jongkang, Buran, Kecamatan Tasikmadu, Kabupaten Karanganyar, ludes dilalap api pada Kamis (25/7/2024). Kebakaran terjadi diduga karena panel listrik tersebut meledak akibat korsleting.

Pemilik Pabrik Daur Ulang Plastik CV ND Plasindo, Iswahyudi, mengatakan menerima laporan kebakaran sekitar pukul 06.00 WIB. Saat kejadian, lanjutnya, di dalam gudang ada 10 karyawan yang bekerja sif malam.

“Informasi saya terima dari karyawan ada korsleting di bagian panel sampai meledak. Lalu membakar semua di dalam pabrik,” kata dia, Kamis pagi.

Dia langsung melaporkan kejadian itu ke pemadam kebakaran. Tiga unit mobil pemadam kebakaran tiba di lokasi.

Mereka cukup kesulitan memadamkan api, mengingat kobaran api sudah membesar karena bahan plastik di dalam yang mudah terbakar.

Iswahyudi memperkirakan akibat kejadian ini mengalami kerugian hingga Rp10 miliar.

“Ini pabrik daur ulang biji plastik. Di dalam full bahan plastik yang memang mudah terbakar,” kata dia.

Hingga kini api masih membara. Api juga belum berhasil dijinakkan. Petugas pemadam kebakaran berusaha melokalisasi api agar tidak merembet ke lokasi lain. Hal ini lantaran kondisi pabrik tak jauh dari SPBU Buran dan pabrik lain.

",2025-06-04T13:14:01.524182Z
393,,,1883,1,2025-06-04T13:12:04.615860Z,3147,21.463,Negative,Negative,Negative,Negative,"Setop Pakai Plastik Untuk Sampul! 

Menyampul buku baru pakai plastik merupakan salah satu kegiatah yang tidak berpihak pada lingkungan di bidang pendidikan dan perpustakaan yang masih tetap lestari hingga saat ini. Menyampul dengan plastik dapat membuat buku lebih awet dan mencegah buku terkelupas, tetapi sampul berbahan plastik sangat sulit untuk didaur ulang. Pada akhirnya, sampul plastik ini menjadi sampah dan berakhir dengan cara dibakar atau di tempat sampah.

Sebagai pegiat sampah yang juga sekaligus guru saya memberi saran untuk mengurangi limbah plastik di lingkungan dan memudahkan proses pemilahan sampah plastik dan kertas, peserta didik dan pustakawan dapat menggunakan kertas untuk sampul.  Setelah kertas tidak dipakai lagi, bisa dimanfaatkan untuk didaur ulang menjadi Kertas Daur Ulang (KDU).

Sampul berbahan plastik yang tak bisa didaur ulang mesti ditinggalkan. Sampah plastik adalah bumerang bagi kita semua, jika demi estetika kita menjadi ‘ugal-ugalan’ dalam menggunakan plastik mungkin sudah saatnya kita berpikir ulang. Bukankah demikian? 

Mari bijak berplastik untuk hidup yang lebih baik! 
#banksampahbalairaja
#BijakBerplastik",2025-06-04T13:12:04.615860Z
394,,,1882,1,2025-06-04T13:11:38.834959Z,3149,13.182,Neutral,Positive,Positive,Positive,"Masih di plastik daur ulang
 #jangkauanluas
 #semuaorang
 #reelsfyp
 @sorotan",2025-06-04T13:11:38.834959Z
395,,,1881,1,2025-06-04T13:11:06.949674Z,3153,89.72200000000001,Positive,Positive,Positive,Positive,"Daur Ulang Pemanfaatan Sampah Plastik sebagai Paving Block

Sampah plastik masih menjadi permasalahan yang belum terselesaikan hingga saat ini. Berbagai ajakan daur ulang plastik digaungkan agar sampah plastik tak terbuang sia-sia hingga mencemari lingkungan. 

Tak ketinggalan di Xie Li Kaltim 1, Relawan Dharma Wanita dari unit MWHE giat melakukan kegiatan daur ulang sampah plastik. Kali ini Sj. Umi Kalsum mencoba memanfaatkan sampah plastik  menjadi bahan campuran untuk membuat paving block. 

Cara pembuatannya cukup sederhana, yaitu dengan mencampur pasir dan sampah plastik yang telah dimasak hingga meleleh, kemudian dicetak dan dibiarkan mengeras. Hasil paving block yang dibuat ternyata memiliki kualitas yang cukup baik dan dapat dipergunakan sebagai bahan bangunan. 

#tzuchisinarmas 
#xielikaltim1 
#dhawakaltim1 
#dhawakaltim1bergerak 
#jejakcintakasih
#sebarkankebaikan
#daurulangplastik",2025-06-04T13:11:13.812732Z
396,,,1880,1,2025-06-04T13:09:19.343162Z,3154,4.945,Positive,Neutral,Positive,Neutral,"Yok mulai utk mmbiasakan 3R...
Reused
Reduce
Recycle
Terus semngat menjadi org baik dalm mngelolah sampah.....

Noted..postingan bermanfaat utk org banyak dg senang hati di endorse...🔥🔥🔥🙏🙏🙏🙏",2025-06-04T13:09:19.343162Z
397,,,1928,1,2025-06-04T14:07:12.008093Z,3156,8.439,Neutral,Positive,Positive,Positive,"Masih di cari plastik PE bersih 
Yg siap proses 
Harga cocok siap jemput 
Estimasi pengambilan di atas 1 ton 
Inpo wa : 081514728862",2025-06-04T14:07:12.008093Z
398,,,1879,1,2025-06-04T13:09:04.072162Z,3157,230.019,Neutral,Positive,Positive,Positive,"Kreasi plastik bakar...
Masih dengan bahan sampah plastik...
Berjuang sendiri biar gak ada yang cemburu sosial lagi...
Semangat para pengrajin daur ulang....",2025-06-04T13:09:04.072162Z
399,,,1878,1,2025-06-04T13:05:12.971605Z,3158,300.621,Negative,Negative,Negative,Negative,"Daur ulang itu = barang bekas yang masih bisa di gunakan lagi menjadi sesuatu yang berguna. Kalo bahannya masih dibeli ditoko, bukan daur ulang namanya.. paham?
Tujuannya daur ulang itu selain untuk membuat sesuatu barang yang baru dan bermanfaat, juga untuk mengurangi sampah.. contohnya, sampah plastik, botol, kertas, kaca dan lain2.. 
Tapi yang ada banyak yg salah paham.. bahan utama di beli yang baru utk membuat sesuatu.. itu bukan mengurangi sampah.. bahkan malah menambah sampah.. 
Eh eh eh..saya bukan ahlinya neh.. cuma gemes dg fenomena beranda fb hari ini.. ponakanku yg cantik calista n ghaitsa,,bisa saja tidak juara.. tapi harus jelas kekurangannya dimana.. ?? kategory daur ulangnya udah pas bener.. trs kurangnya dimana.. bukan tidak menerima kekalahan.. tp kalo suatu lomba ada unsur manipulatif nilai.. mendingan tidak usah bikin lomba... !!!",2025-06-04T13:05:12.971605Z
400,,,1877,1,2025-06-04T13:00:11.251552Z,3159,11058.851,Neutral,Positive,Positive,Positive,"Daur ulang merupakan sebuah langkah kecil yang bisa berdampak besar bagi lingkungan. Sayangnya, pengenalan konsep daur ulang di Indonesia ini masih terbilang rencah. Menurut data Sustainable Waste Indonesia (SWI) pada 2023, sampah plastik yang didaur ulang di Indonesia baru sekitar 7 persen dan sisanya berakhir di Tempat Pembuangan Akhir (TPA).

1. Mitos daur ulang tidak bawa dampak baik 

Masih banyak orang yang memiliki pola pikir seperti ini sehingga tidak melakukan daur ulang pada akhirnya.Menurut data Recycle Now, daur ulang yang dilakukan di Inggris mampu menurunkan emisi karbon sekitar 10—15 juta ton per tahunnya. Angka tersebut setara dengan menghilangkan 3,5 juta mobil yang ada di jalan.

2. Mitos benda hanya bisa didaur ulang satu kali

Setiap rumah sebenarnya menghasilkan sampah yang bisa didaur ulang. Sebut saja plastik, kardus, cangkang telur, hingga kantong teh. Semua benda tersebut bisa digunakan kembali.

3. Mitos daur ulang mahal 

Benda-benda yang berasal dari daur ulang diklaim sebagai barang yang mahal. Hal ini terkait dengan pengumpulan dan proses pembuatannya. Namun, hal tersebut juga tidak sepenuhnya benar. Mendaur ulang sampah malah bisa menghemat pengeluaran untuk membeli barang baru sekaligus tagihan sampah bulanan.

Sekarang coba mulai perhatikan benda-benda tidak terpakai yang ada di dalam rumah. Bisa jadi ada barang yang bisa kita manfaatkan kembali untuk kebutuhan lain.",2025-06-04T13:00:11.251552Z
401,,,1947,1,2025-06-05T10:50:01.199104Z,3160,5.09,Neutral,Neutral,Positive,Positive,"Telat post
Kreasi daur ulang lagi dari plastik  kresek. 
Puji Tuhan semua memperoleh  hasil yang memuaskan..
Terima kasih untuk kepercayaan nya..nona cantik
#foto
#gaundaurulang
#dariplastikkresek
#fbprofesional
#fyp",2025-06-05T10:50:01.199104Z
402,,,1948,1,2025-06-05T10:50:15.360346Z,3161,11.218,Neutral,Neutral,Negative,Positive,Proses perangkaian kostum daur ulang selesai jam 2malem😵‍💫😵‍💫😴 maaf ya guys telat post   #reelschallengereelschallenge #monetasifbpro #fbpropemula #semuaorangツ #fypreel #muajemberrecommended #kontenpemula #jangkuanluas #muawuluhan,2025-06-05T10:50:19.975924Z
403,,,1946,1,2025-06-05T10:49:49.452806Z,3163,5.682,Neutral,Neutral,Positive,Positive,"Mf, telat mang fb
Alhamdulillah 17/12/23 masi berthn dpt juara 1 lg
Dengn tema""Go GREEN"" Daur ulang plastik,bisa menjadi kostum adat Dayak Kalimantan🥰🥰",2025-06-05T10:49:49.452806Z
404,,,1945,1,2025-06-05T10:49:10.196420Z,3166,3.944,Neutral,Neutral,Positive,Positive,"Daur ulang sampah 
Plastik kresek bisa jadi bunga cantik.
Telat posting,🙏",2025-06-05T10:49:10.196420Z
405,,,1944,1,2025-06-05T10:49:04.752770Z,3167,4.527,Neutral,Positive,Positive,Positive,"Telat post
Lomba daur ulang botol plastik
#AntarGroup",2025-06-05T10:49:04.752770Z
406,,,1943,1,2025-06-05T10:48:59.228416Z,3168,8.127,Neutral,Neutral,Positive,Positive,"Telat ngepost,,,
Buat daur ulang dari Plastik Kresek,,,
@nyambut 17an
@Alhamdulillah dpt juara satu,,,🥰",2025-06-05T10:48:59.228416Z
407,,,1942,1,2025-06-05T10:48:45.628584Z,3170,13.925,Positive,Neutral,Positive,Positive,"@sorotan 
Telat posting,,hasil karya kami,,daur ulang plastik bekas menjadi baju yang sangat cantik, kegiatan fashion show anak sekolah Minggu 🥰",2025-06-05T10:48:48.672652Z
408,,,1941,1,2025-06-05T10:48:33.525919Z,3171,9.598,Neutral,Neutral,Neutral,Positive,"Telat post 
Kak waktu p5 ikut fashion show pake daur ulang plastik",2025-06-05T10:48:33.525919Z
